Genome	Gene	MeanCoverage	sdCoverage	PercentCoverage	CV	Length	GC	GCCorrected
Geridu	group_447	1.68664563617245	2.11097191344095	0.542060988433228	1.25157998109872	1902	0.5883	1.72101583530895
Geridu	group_46	1.47789473684211	1.92716693627931	0.454385964912281	1.30399472184141	2850	0.6161	1.59284735032943
Geridu	group_468	1.7120822622108	1.97699144935675	0.625535561268209	1.1547292399396	2334	0.6003	1.78123623732607
Geridu	group_505	0.894871794871795	1.28952503778725	0.387179487179487	1.44101651787114	780	0.6295	1.04866629153541
Geridu	group_52	1.167046317388	1.68170825611847	0.42369020501139	1.44099529818349	2634	0.6116	1.26895501488329
Geridu	group_524	1.14583333333333	1.35683890789399	0.463888888888889	1.18415031961658	720	0.5625	1.10541841411547
Geridu	group_53	1.29619312906221	1.44750599251065	0.634168987929434	1.11673635668622	1077	0.5868	1.32621535620136
Geridu	group_553	2.17896174863388	2.19158340661471	0.64344262295082	1.00579251012035	2196	0.5838	2.20028803177834
Geridu	group_560	1.01116427432217	1.31525933136914	0.45933014354067	1.30073754064424	627	0.6252	1.15249458459339
Geridu	group_563	1.72616323417239	1.84860017208563	0.672006102212052	1.07093010411147	1311	0.6049	1.80865099007952
Geridu	group_59	1.04662004662005	1.30473560158709	0.504273504273504	1.2466182028527	1287	0.6154	1.15954360650861
Geridu	group_593	1.65660722450846	1.82278855293047	0.608139003200732	1.100314260353	2187	0.5853	1.68228147965026
Geridu	group_609	1.62254901960784	1.77608502257611	0.698529411764706	1.09462641874781	408	0.6054	1.70648609951409
Geridu	group_642	2.79001883239171	2.80973368714376	0.773069679849341	1.0070662084869	1062	0.6017	2.86323091470451
Geridu	group_653	1.19733333333333	1.2446649070484	0.605333333333333	1.03953082437227	375	0.6213	1.32735891641146
Geridu	group_664	2.26627218934911	2.31896002588571	0.767258382642998	1.02324867982947	507	0.5838	2.28759847249357
Geridu	group_689	1.67994687915007	1.72584669240494	0.713147410358566	1.02732218132879	753	0.6082	1.77200017345136
Geridu	group_696	1.40395480225989	1.98455838437537	0.413841807909605	1.41354862790519	1416	0.6257	1.54673443653023
Geridu	group_699	1.53207331042383	1.65241923793237	0.663802978235968	1.07855102408595	1746	0.5922	1.57774823675343
Geridu	group_7	1.16576086956522	1.71460204245173	0.420289855072464	1.47080081963226	1104	0.5679	1.1409986495378
Geridu	group_713	2.0406976744186	2.10036500861691	0.676356589147287	1.02923869368122	1032	0.5862	2.06898071275882
Geridu	group_714	0.970645792563601	1.42563234576475	0.467710371819961	1.46874622718909	1533	0.6014	1.04298828047693
Geridu	group_766	1.14689265536723	1.71347290401739	0.378531073446328	1.49401332025162	1062	0.6055	1.2311196000733
Geridu	group_772	1.30651340996169	1.5080503417525	0.59514687100894	1.15425554016834	783	0.6143	1.41624845705219
Geridu	group_777	1.47651006711409	1.77610325992948	0.629753914988814	1.20290629877042	894	0.5973	1.53696809823467
Geridu	group_790	2.16547619047619	2.29525052696955	0.720238095238095	1.05992877551095	840	0.5702	2.14738086084471
Geridu	group_80	1.43264840182648	1.70412147645734	0.534246575342466	1.18949036922441	876	0.5959	1.48904832574954
Geridu	group_800	1.2010101010101	1.54245578813162	0.549494949494949	1.28429876387746	990	0.5919	1.24581543294023
Geridu	group_823	1.01201201201201	1.13978226644087	0.573573573573574	1.12625369354543	666	0.6186	1.13421124549491
Geridu	group_864	1.45916114790287	1.49953545752253	0.577262693156733	1.02766953442921	906	0.5265	1.31439490074869
Geridu	group_867	1.28112449799197	1.5845110947584	0.570281124497992	1.23681273540702	747	0.5957	1.33694469231538
Geridu	group_878	1.45367717287488	1.51585102932371	0.592168099331423	1.04277005762281	1047	0.6008	1.52428047198927
Geridu	group_883	1.37645687645688	1.96093839278168	0.587412587412587	1.42462755377365	858	0.6084	1.46908990035782
Geridu	group_898	1.23960695389267	1.66003221530084	0.481481481481481	1.33916013466038	1323	0.5548	1.17687244508842
Geridu	group_899	1.41696113074205	1.52200671274108	0.65017667844523	1.07413441323124	849	0.5677	1.39161918111499
Geridu	group_913	1.0692225772098	1.23665608190212	0.519701810436635	1.15659368616145	939	0.6358	1.24127855626227
Geridu	group_934	1.1063829787234	1.40852246724278	0.530732860520095	1.27308761462328	846	0.5922	1.152057905053
Geridu	group_939	1.1963746223565	1.54198857935831	0.501510574018127	1.28888439335253	993	0.6123	1.30031237345054
Geridu	group_94	1.28426791277259	1.50686716243874	0.581775700934579	1.17332773594381	1284	0.5958	1.34037797189582
Geridu	group_946	1.46979865771812	1.65346645102399	0.601789709172259	1.12496119270582	447	0.557	1.41344117450999
Geridu	group_954	1.48900615655233	1.74826689255471	0.633245382585752	1.17411663132588	1137	0.5664	1.45989596452757
Geridu	group_958	1.13020833333333	1.20677097063852	0.598958333333333	1.06774205697049	768	0.5755	1.12747583809247
Geridu	group_96	1.9573403942336	2.00769666452683	0.686084142394822	1.02572688452228	3399	0.5669	1.92967952620795
Geridu	group_965	1.87719298245614	1.96574813582072	0.629452418926103	1.04717424057739	1881	0.6013	1.94924560556964
Geridu	group_974	1.49397590361446	1.66234748220819	0.573293172690763	1.1127003308329	1992	0.6004	1.56341974352955
Geridu	group_982	2.66117216117216	3.22100811896155	0.639194139194139	1.21037194284447	546	0.5348	2.5404646924033
Geridu	hmrR	1.90222222222222	2.11564212441854	0.74	1.11219504204246	450	0.5867	1.93195458456155
Geridu	hrpB_2	1.77319587628866	1.82168136274816	0.68213058419244	1.02734355922425	582	0.6151	1.88524984177775
Geridu	hutI	1.32310838445808	1.50766082956135	0.582822085889571	1.13948399637635	1956	0.6043	1.40385695156627
Geridu	leuC	1.64964539007092	1.85050293792671	0.601418439716312	1.1217580148223	1410	0.6035	1.72807503878053
Geridu	lptB	2.28184281842818	2.3335720703577	0.746612466124661	1.02266994532303	738	0.6016	2.35476503594116
Geridu	lpxD	1.62236286919831	1.76134375570593	0.694092827004219	1.08566572198259	474	0.5401	1.51701823482007
Geridu	map	1.42391304347826	1.45642325862704	0.70048309178744	1.02283160147853	828	0.5737	1.41596298184058
Geridu	mdh	1.17860851505711	1.31253327268396	0.557632398753894	1.11362955206578	963	0.6147	1.28950302134691
Geridu	mgtA	1.9793966151582	2.28457938909442	0.559970566593083	1.15417969880272	2718	0.592	2.02449181188816
Geridu	mnmA	1.46365914786967	1.63461438615197	0.7109440267335	1.11679989738808	1197	0.5973	1.52411717899025
Geridu	mutS	1.51664837175265	1.53920133155161	0.64690815953165	1.01487026275767	2733	0.6034	1.59478815566244
Geridu	plsX	1.72910662824207	1.88302336405607	0.663784822286263	1.08901517887909	1041	0.5821	1.74550520978954
Geridu	polA	1.84337759618659	1.88280199605555	0.677562138236296	1.02138704514502	2937	0.5948	1.89658900731159
Geridu	prfB	1.50207039337474	1.52134923046945	0.682194616977226	1.0128348426144	966	0.5766	1.50252641093194
Geridu	purH	1.49721706864564	1.58431308255972	0.587507730364873	1.05817193494385	1617	0.6147	1.60811157493544
Geridu	queF	1.38888888888889	1.63946394214892	0.598290598290598	1.18041403834722	468	0.5769	1.39021450084555
Geridu	rfbC	1.52612612612613	1.73952313643315	0.481081081081081	1.13982920982338	555	0.5874	1.55788754206422
Geridu	rnhA	0.995698924731183	1.40503359102797	0.404301075268817	1.41110285060044	465	0.5978	1.05760627985088
Geridu	rpiA	2.02002861230329	2.03399461567659	0.636623748211731	1.00691376512602	699	0.5722	2.00773057866827
Geridu	rplM	1.08817204301075	1.28936711472889	0.529032258064516	1.18489270424691	465	0.5742	1.08167130537219
Geridu	rplN	1.12466124661247	1.55712386645308	0.403794037940379	1.38452700414744	369	0.5474	1.04047674262131
Geridu	rpmI	1.32835820895522	1.42535672413778	0.631840796019901	1.07302135412619	201	0.5771	1.33026355051153
Geridu	rpoB	1.65529753265602	1.95099650591341	0.529511369134011	1.17863795929359	4134	0.5772	1.65749273901216
Geridu	rpsA	1.03350970017637	1.30363517701802	0.475602586713698	1.26136714226828	1701	0.5802	1.04440085052719
Geridu	rpsM	3.51219512195122	3.53560888995001	0.682926829268293	1.00666642005521	369	0.5691	3.49091127952168
Geridu	rpsT	1.72284644194757	1.7870573080335	0.700374531835206	1.03727022009771	267	0.6217	1.85403148422498
Geridu	ruvC	1.06704980842912	1.07907443874247	0.60727969348659	1.01126904313028	522	0.5977	1.12866729874899
Geridu	sbmA	1.3525641025641	2.04536987533357	0.501602564102564	1.51221659029401	1248	0.5601	1.30519242815048
Geridu	secDF	1.50548967940272	1.63485505328702	0.572683355292051	1.08592910044765	2277	0.5683	1.4818869185746
Geridu	tesB	1.33333333333333	1.57610576629502	0.486157253599114	1.18207932472126	903	0.6002	1.40219744364878
Geridu	tgt_1	2.37931034482759	2.65672536314396	0.533661740558292	1.11659471784311	609	0.5961	2.43628999835029
Geridu	thcD	1.07531692766592	1.2892763764434	0.539895600298285	1.19897338475077	1341	0.5943	1.12707901479181
Geridu	thiP	1.61151960784314	1.81277289645159	0.555147058823529	1.12488416996539	1632	0.6072	1.7006742541462
Geridu	thpR	1.2994923857868	1.35420866110924	0.595600676818951	1.04210588374422	591	0.6108	1.3990821648835
Geridu	topA	1.08192408868846	2.06984621751475	0.344607290492296	1.91311593775851	2661	0.596	1.13861387741134
Geridu	ubiD	1.19075907590759	1.25953972088849	0.607260726072607	1.05776201615635	1515	0.6079	1.28194277580942
Geridu	ugpB	2.15745007680492	2.29203794040533	0.522273425499232	1.06238284030179	1302	0.5645	2.12283245358351
Geridu	uppS	1.51372549019608	1.62567178315159	0.637908496732026	1.07395415726335	765	0.5974	1.57447338611648
Geridu	ureF	0.941775836972344	0.974657773144284	0.579330422125182	1.0349148224886	687	0.6317	1.10194735923207
Geridu	virB10	1.81102362204724	1.84921555346837	0.68241469816273	1.02108858821949	1143	0.5853	1.83669787718905
Geridu	xdhA	1.29742547425474	1.52458501534628	0.529132791327913	1.17508484733739	1476	0.6084	1.39005849815569
Geridu	xylA	1.18501529051988	1.34864444956204	0.545871559633027	1.13808189679171	1308	0.5627	1.14518010090166
Geridu	xylF_1	1.25875190258752	1.35251131400531	0.598173515981735	1.07448601366565	657	0.5616	1.21572820017125
Geridu	ybgF	1.17731958762887	1.33110381907677	0.558762886597938	1.1306223331913	1455	0.6007	1.24763302194343
Geridu	yhgF	1.46965452847806	1.49035942054456	0.584967320261438	1.01408827153953	2142	0.6125	1.57417200917175
Geridu	ynfM_1	1.35909822866345	1.4607339599071	0.684380032206119	1.07478174064255	621	0.5974	1.41984612458385
