Query	Match	Name	Organism
rpoB	WP_004685702	DNA-directed RNA polymerase subunit beta [Brucella melitensis]	Brucella melitensis
rpsA	AAL53096	ssu ribosomal protein s1p [Brucella melitensis bv. 1 str. 16M]	Brucella melitensis bv. 1 str. 16M
rpsM	EEP63139	30S ribosomal protein S13 [Brucella abortus str. 2308 A]	Brucella abortus str. 2308 A
rpsN	WP_002964349	MULTISPECIES: 30S ribosomal protein S14 [Brucella]	Brucella
rpsT	WP_002965247	MULTISPECIES: 30S ribosomal protein S20 [Brucella]	Brucella
ruvC	WP_002964793	MULTISPECIES: crossover junction endodeoxyribonuclease RuvC [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
secDF	WP_014490079	MULTISPECIES: protein translocase subunit SecDF [Brucella]	Brucella
soxD	WP_002965477	MULTISPECIES: sarcosine oxidase subunit delta [Brucella]	Brucella
sufA	WP_002964063	MULTISPECIES: Fe-S cluster assembly scaffold SufA [Brucella]	Brucella
tesB	ACO01614	acyl-CoA thioesterase II [Brucella melitensis ATCC 23457]	Brucella melitensis ATCC 23457
thiP	EEZ12530	thiamine transport system permease thiP [Brucella melitensis bv. 3 str. Ether]	Brucella melitensis bv. 3 str. Ether
thiS	WP_002965463	MULTISPECIES: sulfur carrier protein ThiS [Brucella]	Brucella
thpR	WP_004684641	MULTISPECIES: RNA 2',3'-cyclic phosphodiesterase [Brucella]	Brucella
ubiD	WP_004681600	MULTISPECIES: UbiD family decarboxylase [Brucella]	Brucella
uppS	WP_002964285	MULTISPECIES: isoprenyl transferase [Brucella]	Brucella
ureF	WP_004682815	MULTISPECIES: urease accessory protein UreF [Brucella]	Brucella
virB10	WP_004685137	MULTISPECIES: type IV secretion system protein VirB10 [Brucella]	Brucella
wrbA	WP_004683783	MULTISPECIES: NAD(P)H:quinone oxidoreductase type IV [Brucella]	Brucella
xdhA	AEQ07999	xanthine dehydrogenase, small subunit [Brucella melitensis NI]	Brucella melitensis NI
xylA	ADZ86503	xylose isomerase [Brucella melitensis M5-90]	Brucella melitensis M5-90
xylF_1	KKO94193	sugar ABC transporter substrate-binding protein [Brucella melitensis]	Brucella melitensis
yajC	WP_002964021	MULTISPECIES: preprotein translocase subunit YajC [Brucella]	Brucella
ybgF	WP_008936237	MULTISPECIES: tol-pal system protein YbgF [unclassified Brucella]	unclassified Brucella
yhgF	AIJ87375	S1 RNA binding domain protein [Brucella melitensis bv. 3 str. Ether]	Brucella melitensis bv. 3 str. Ether
ynfM_1	SPU63834	multidrug resistance protein [Brucella melitensis]	Brucella melitensis
