Query	Match	Name	Organism
gap	WP_004684167	MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Brucella]	Brucella
garD	WP_016650775	altronate dehydratase family protein [Brucella abortus]	Brucella abortus
garL	WP_023598557	HpcH/HpaI aldolase/citrate lyase family protein [Brucella ceti]	Brucella ceti
gatA	WP_127840829	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA [Brucella melitensis]	Brucella melitensis
gatB	WP_002964030	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB [Brucella]	Brucella
gatC	WP_004684955	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC [Brucella melitensis]	Brucella melitensis
gcvH	WP_002968488	MULTISPECIES: glycine cleavage system protein GcvH [Brucella]	Brucella
gcvP	WP_004684905	MULTISPECIES: aminomethyl-transferring glycine dehydrogenase [Brucella]	Brucella
gcvT_2	WP_004682035	MULTISPECIES: glycine cleavage system aminomethyltransferase GcvT [Brucella]	Brucella
glcA_1	WP_023598755	L-lactate permease [Brucella ceti]	Brucella ceti
glcA_2	WP_080019290	L-lactate permease, partial [Brucella abortus]	Brucella abortus
glcF	WP_025198825	glycolate oxidase subunit GlcF [Brucella melitensis]	Brucella melitensis
glk	WP_004682470	MULTISPECIES: glucokinase [Brucella]	Brucella
glmS	WP_004684961	MULTISPECIES: glutamine--fructose-6-phosphate transaminase (isomerizing) [Brucella]	Brucella
glmS_1	WP_069125176	glutamine--fructose-6-phosphate transaminase (isomerizing) [Brucella melitensis]	Brucella melitensis
glmS_1	WP_005975432	glutamine--fructose-6-phosphate transaminase (isomerizing) [Brucella melitensis]	Brucella melitensis
glmS_1	WP_004684961	MULTISPECIES: glutamine--fructose-6-phosphate transaminase (isomerizing) [Brucella]	Brucella
glmU	WP_004684960	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU [Brucella melitensis]	Brucella melitensis
glnA	WP_002964121	MULTISPECIES: type I glutamate--ammonia ligase [Brucella]	Brucella
glnQ	WP_004684923	amino acid ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
gloA	WP_002970104	lactoylglutathione lyase [Brucella abortus]	Brucella abortus
gloB	WP_002965004	MULTISPECIES: hydroxyacylglutathione hydrolase [Brucella]	Brucella
glpD	WP_004686639	MULTISPECIES: glycerol-3-phosphate dehydrogenase [Brucella]	Brucella
glpK	WP_005974476	FGGY family carbohydrate kinase [Brucella melitensis]	Brucella melitensis
glpX	WP_002964393	MULTISPECIES: class II fructose-bisphosphatase [Brucella]	Brucella
glsA1_2	WP_002966249	glutaminase A [Brucella abortus]	Brucella abortus
gltA	WP_004683858	MULTISPECIES: citrate synthase [Brucella]	Brucella
gltB	WP_004685140	glutamate synthase large subunit [Brucella melitensis]	Brucella melitensis
gluQRS	WP_004685816	tRNA glutamyl-Q(34) synthetase GluQRS [Brucella melitensis]	Brucella melitensis
glyA	WP_004683565	MULTISPECIES: serine hydroxymethyltransferase [Brucella]	Brucella
glyA2	WP_005973536	serine hydroxymethyltransferase [Brucella melitensis]	Brucella melitensis
glyA2	WP_004685558	serine hydroxymethyltransferase [Brucella melitensis]	Brucella melitensis
glyA2_1	WP_221669225	serine hydroxymethyltransferase, partial [Chromobacterium vaccinii]	Chromobacterium vaccinii
gmd_1	WP_024767981	GDP-mannose 4,6-dehydratase [Brucella melitensis]	Brucella melitensis
gmd_2	WP_004681750	MULTISPECIES: GDP-mannose 4,6-dehydratase [Brucella]	Brucella
gmk	WP_002963622	MULTISPECIES: guanylate kinase [Brucella]	Brucella
gndA	WP_002967175	MULTISPECIES: NADP-dependent phosphogluconate dehydrogenase [Brucella]	Brucella
gor	WP_002964128	MULTISPECIES: glutathione-disulfide reductase [Brucella]	Brucella
gppA	WP_006091663	Ppx/GppA phosphatase family protein [Brucella abortus]	Brucella abortus
gpt	WP_002964164	MULTISPECIES: xanthine phosphoribosyltransferase [Brucella]	Brucella
greA	WP_002964610	MULTISPECIES: transcription elongation factor GreA [Brucella]	Brucella
groES	WP_006151977	co-chaperone GroES [Brucella melitensis]	Brucella melitensis
groL	WP_002966387	MULTISPECIES: chaperonin GroEL [Brucella]	Brucella
grpE	WP_004685378	MULTISPECIES: nucleotide exchange factor GrpE [Brucella]	Brucella
grxC	WP_002964949	MULTISPECIES: glutaredoxin 3 [Brucella]	Brucella
grxD	WP_004683648	MULTISPECIES: Grx4 family monothiol glutaredoxin [Brucella]	Brucella
gshB	WP_004685297	MULTISPECIES: glutathione synthase [Brucella]	Brucella
gstB	WP_004688311	MULTISPECIES: glutathione S-transferase [Brucella]	Brucella
guaA	WP_004681699	MULTISPECIES: glutamine-hydrolyzing GMP synthase [Brucella]	Brucella
guaB	WP_002969361	MULTISPECIES: IMP dehydrogenase [Brucella]	Brucella
guaD	WP_005978246	guanine deaminase [Brucella ovis]	Brucella ovis
gyrA	WP_002975823	DNA gyrase subunit A [Brucella abortus]	Brucella abortus
gyrA	WP_006151211	DNA gyrase subunit A [Brucella melitensis]	Brucella melitensis
gyrA	WP_006087631	DNA gyrase subunit A [Brucella abortus]	Brucella abortus
gyrB	WP_004684663	MULTISPECIES: DNA topoisomerase (ATP-hydrolyzing) subunit B [Brucella]	Brucella
hcaB_1	WP_005973058	SDR family NAD(P)-dependent oxidoreductase [Brucella melitensis]	Brucella melitensis
hcaB_2	WP_006174594	MULTISPECIES: D-threitol dehydrogenase [Brucella]	Brucella
hda	WP_004685543	DnaA regulatory inactivator HdaA [Brucella melitensis]	Brucella melitensis
hdeA	WP_002966248	MULTISPECIES: acid-activated periplasmic chaperone HdeA [Brucella]	Brucella
hdfR	WP_004690098	MULTISPECIES: LysR family transcriptional regulator [Brucella]	Brucella
hdfR_2	WP_004682091	MULTISPECIES: LysR substrate-binding domain-containing protein [Brucella]	Brucella
hdfR_3	WP_004685722	MULTISPECIES: LysR family transcriptional regulator [Brucella]	Brucella
hdhA	WP_004686923	MULTISPECIES: 7-alpha-hydroxysteroid dehydrogenase [Brucella]	Brucella
hemA	WP_004685429	5-aminolevulinate synthase [Brucella melitensis]	Brucella melitensis
hemB	WP_002963896	MULTISPECIES: porphobilinogen synthase [Brucella]	Brucella
hemC	WP_002964957	MULTISPECIES: hydroxymethylbilane synthase [Brucella]	Brucella
hemF	WP_002964654	MULTISPECIES: oxygen-dependent coproporphyrinogen oxidase [Brucella]	Brucella
hemJ	WP_209408064	protoporphyrinogen oxidase HemJ [Brucella sp. 458]	Brucella sp. 458
hemN_1	WP_002967518	MULTISPECIES: oxygen-independent coproporphyrinogen III oxidase [Brucella]	Brucella
hemN_2	WP_004685157	oxygen-independent coproporphyrinogen III oxidase [Brucella melitensis]	Brucella melitensis
hflK	WP_004685750	FtsH protease activity modulator HflK [Brucella melitensis]	Brucella melitensis
hflX	WP_005973067	MULTISPECIES: GTPase HflX [Brucella]	Brucella
hfq	WP_002964239	MULTISPECIES: RNA chaperone Hfq [Brucellaceae]	Brucellaceae
hipO_1	WP_041594717	M20 family metallopeptidase [Brucella microti]	Brucella microti
hipO_2	WP_006173495	MULTISPECIES: M20 family metallopeptidase [Brucella]	Brucella
hipO_2	WP_153527570	MULTISPECIES: M20 family metallopeptidase [unclassified Brucella]	unclassified Brucella
hipO_2	WP_004687735	MULTISPECIES: M20 family metallopeptidase [Brucella]	Brucella
hipO_2	WP_025199976	M20 family metallopeptidase [Brucella inopinata]	Brucella inopinata
hipO_2	WP_070997018	M20 family metallopeptidase [Brucella inopinata]	Brucella inopinata
hipO_2	WP_069714251	MULTISPECIES: M20 family metallopeptidase [unclassified Brucella]	unclassified Brucella
hisA	WP_002965150	MULTISPECIES: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [Brucella]	Brucella
hisB	WP_002967034	MULTISPECIES: imidazoleglycerol-phosphate dehydratase HisB [Brucella]	Brucella
hisC	WP_002963782	MULTISPECIES: pyridoxal phosphate-dependent aminotransferase [Brucella]	Brucella
hisD	WP_004684738	MULTISPECIES: histidinol dehydrogenase [Brucella]	Brucella
hisF	WP_004684543	MULTISPECIES: imidazole glycerol phosphate synthase subunit HisF [Brucella]	Brucella
hisH	WP_004684542	MULTISPECIES: imidazole glycerol phosphate synthase subunit HisH [Brucella]	Brucella
hisI	WP_002966830	MULTISPECIES: phosphoribosyl-AMP cyclohydrolase [Brucella]	Brucella
hisN	WP_004685146	MULTISPECIES: histidinol-phosphatase [Brucella]	Brucella
hldD	WP_004686870	MULTISPECIES: SDR family oxidoreductase [Brucella]	Brucella
hmrR	WP_004685391	MULTISPECIES: Cu(I)-responsive transcriptional regulator [Brucella]	Brucella
hpaD	WP_004685178	3,4-dihydroxyphenylacetate 2,3-dioxygenase [Brucella melitensis]	Brucella melitensis
hpaE_1	WP_008934632	MULTISPECIES: aldehyde dehydrogenase family protein [Brucella]	Brucella
hpaE_2	WP_004681041	MULTISPECIES: 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase [Brucella]	Brucella
hpaH	WP_004681035	MULTISPECIES: 2-oxo-hepta-3-ene-1,7-dioic acid hydratase [Brucella]	Brucella
hpaI	WP_002966626	MULTISPECIES: 4-hydroxy-2-oxoheptanedioate aldolase [Brucella]	Brucella
hpaR	WP_002966619	MULTISPECIES: homoprotocatechuate degradation operon regulator HpaR [Brucella]	Brucella
hprK	WP_127840810	HPr kinase/phosphorylase [Brucella melitensis]	Brucella melitensis
hpt	WP_002965051	MULTISPECIES: hypoxanthine phosphoribosyltransferase [Brucella]	Brucella
hrcA	WP_005970203	MULTISPECIES: heat-inducible transcriptional repressor HrcA [Brucella]	Brucella
hrpB_1	WP_005974069	ATP-dependent helicase HrpB [Brucella melitensis]	Brucella melitensis
hrpB_2	WP_002969524	ATP-dependent helicase C-terminal domain-containing protein [Brucella abortus]	Brucella abortus
hslO	WP_004685425	MULTISPECIES: Hsp33 family molecular chaperone [Brucella]	Brucella
hslU	WP_004684541	MULTISPECIES: ATP-dependent protease ATPase subunit HslU [Brucella]	Brucella
hslV	WP_002965144	MULTISPECIES: ATP-dependent protease subunit HslV [Brucella]	Brucella
hspQ	WP_002966060	MULTISPECIES: heat shock protein HspQ [Brucella]	Brucella
hss_1	WP_004685133	homospermidine synthase [Brucella melitensis]	Brucella melitensis
htpX	WP_006267404	MULTISPECIES: zinc metalloprotease HtpX [Brucella]	Brucella
hutC	WP_004684824	histidine utilization repressor [Brucella melitensis]	Brucella melitensis
hutG	WP_004682324	MULTISPECIES: N-formylglutamate deformylase [Brucella]	Brucella
hutH	WP_006097771	histidine ammonia-lyase [Brucella abortus]	Brucella abortus
hutI	WP_141068128	imidazolonepropionase, partial [Brucella melitensis]	Brucella melitensis
hutU	WP_004684820	urocanate hydratase [Brucella melitensis]	Brucella melitensis
hydA	WP_087910409	dihydropyrimidinase [Brucella melitensis]	Brucella melitensis
hydA	WP_004682826	MULTISPECIES: dihydropyrimidinase [Brucella]	Brucella
ibpA	WP_002966528	MULTISPECIES: Hsp20 family protein [Brucella]	Brucella
ilvA	WP_080549269	MULTISPECIES: pyridoxal-phosphate dependent enzyme [Brucella]	Brucella
ilvC	WP_004683995	MULTISPECIES: ketol-acid reductoisomerase [Brucella]	Brucella
ilvD	WP_004685350	dihydroxy-acid dehydratase [Brucella melitensis]	Brucella melitensis
ilvE	WP_002965970	MULTISPECIES: branched-chain amino acid aminotransferase [Brucella]	Brucella
ilvN	WP_002964498	MULTISPECIES: acetolactate synthase small subunit [Brucella]	Brucella
infA	WP_002965531	MULTISPECIES: translation initiation factor IF-1 [Hyphomicrobiales]	Hyphomicrobiales
infB	WP_005974153	translation initiation factor IF-2 [Brucella melitensis]	Brucella melitensis
infC	WP_223597024	MULTISPECIES: translation initiation factor IF-3 [Brucella]	Brucella
iolB	WP_004682017	MULTISPECIES: 5-deoxy-glucuronate isomerase [Brucella]	Brucella
iolC	WP_004682011	MULTISPECIES: 5-dehydro-2-deoxygluconokinase [Brucella]	Brucella
iolD	WP_004684910	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [Brucella melitensis]	Brucella melitensis
iolE	WP_004684909	myo-inosose-2 dehydratase [Brucella melitensis]	Brucella melitensis
iolG	WP_006121531	inositol 2-dehydrogenase [Brucella abortus]	Brucella abortus
iolG_1	WP_004685269	MULTISPECIES: Gfo/Idh/MocA family oxidoreductase [Brucella]	Brucella
iolG_2	WP_006217779	Gfo/Idh/MocA family oxidoreductase [Brucella abortus]	Brucella abortus
iolG_3	WP_004685122	Gfo/Idh/MocA family oxidoreductase [Brucella melitensis]	Brucella melitensis
ispE	WP_004685449	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [Brucella melitensis]	Brucella melitensis
ispG	WP_004684229	MULTISPECIES: flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Brucella]	Brucella
ispH	WP_004683139	MULTISPECIES: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Brucella]	Brucella
kdsA	WP_046722127	3-deoxy-8-phosphooctulonate synthase [Brucella melitensis]	Brucella melitensis
lepA	WP_004684776	translation elongation factor 4 [Brucella melitensis]	Brucella melitensis
lepB	WP_002970991	MULTISPECIES: signal peptidase I [Brucella]	Brucella
leuA	WP_004684085	MULTISPECIES: 2-isopropylmalate synthase [Brucella]	Brucella
leuB	WP_004684836	MULTISPECIES: 3-isopropylmalate dehydrogenase [Brucella]	Brucella
leuC	WP_004684442	MULTISPECIES: 3-isopropylmalate dehydratase large subunit [Brucella]	Brucella
leuD	WP_002965763	MULTISPECIES: 3-isopropylmalate dehydratase small subunit [Brucella]	Brucella
lexA	WP_004685678	transcriptional repressor LexA [Brucella melitensis]	Brucella melitensis
lexA_1	WP_004682129	MULTISPECIES: helix-turn-helix transcriptional regulator [Brucella]	Brucella
lhgO	WP_004682421	MULTISPECIES: L-2-hydroxyglutarate oxidase [Brucella]	Brucella
ligA	WP_002964528	MULTISPECIES: NAD-dependent DNA ligase LigA [Brucella]	Brucella
lipA	WP_002964253	MULTISPECIES: lipoyl synthase [Brucella]	Brucella
lipB	WP_005971356	MULTISPECIES: lipoyl(octanoyl) transferase LipB [Brucella]	Brucella
livH	WP_004681099	MULTISPECIES: branched-chain amino acid ABC transporter permease [Brucella]	Brucella
livM	WP_004685848	high-affinity branched-chain amino acid ABC transporter permease LivM [Brucella melitensis]	Brucella melitensis
lnt	WP_046722092	apolipoprotein N-acyltransferase [Brucella melitensis]	Brucella melitensis
lon	WP_004683829	MULTISPECIES: endopeptidase La [Brucella]	Brucella
lpdA	WP_002964255	MULTISPECIES: dihydrolipoyl dehydrogenase [Brucella]	Brucella
lpdV	WP_244445398	dihydrolipoyl dehydrogenase [Brucella melitensis]	Brucella melitensis
lpdV	WP_141056789	dihydrolipoyl dehydrogenase [Brucella melitensis]	Brucella melitensis
lpdV	WP_210340024	dihydrolipoyl dehydrogenase [Brucella melitensis]	Brucella melitensis
lptB	WP_002971717	MULTISPECIES: LPS export ABC transporter ATP-binding protein [Brucella]	Brucella
lptC	WP_004685373	LPS export ABC transporter periplasmic protein LptC [Brucella melitensis]	Brucella melitensis
lptF	WP_004683435	MULTISPECIES: LPS export ABC transporter permease LptF [Brucella]	Brucella
lptG	WP_002967526	MULTISPECIES: LPS export ABC transporter permease LptG [Brucella]	Brucella
lpxA	WP_002964279	MULTISPECIES: acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase [Brucella]	Brucella
lpxB	WP_002964277	MULTISPECIES: lipid-A-disaccharide synthase [Brucella]	Brucella
lpxD	WP_002964281	MULTISPECIES: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [Brucella]	Brucella
lpxE	WP_004685554	MULTISPECIES: lipid A 1-phosphatase LpxE [Brucella]	Brucella
lpxK	WP_002966366	MULTISPECIES: tetraacyldisaccharide 4'-kinase [Brucella]	Brucella
lpxL	WP_008505500	MULTISPECIES: ribulose-phosphate 3-epimerase [Brucella]	Brucella
lysA	WP_141048871	diaminopimelate decarboxylase [Brucella melitensis]	Brucella melitensis
lysDH	WP_002966005	MULTISPECIES: saccharopine dehydrogenase family protein [Brucella]	Brucella
macB_1	WP_023081219	MacB family efflux pump subunit [Brucella canis]	Brucella canis
macB_2	WP_004686311	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
map	WP_002969557	MULTISPECIES: type I methionyl aminopeptidase [Brucella]	Brucella
mazG	WP_046722131	nucleoside triphosphate pyrophosphohydrolase [Brucella melitensis]	Brucella melitensis
mcd	WP_005974639	acyl-CoA dehydrogenase family protein [Brucella melitensis]	Brucella melitensis
mce	WP_002963953	MULTISPECIES: methylmalonyl-CoA epimerase [Brucella]	Brucella
mdh	WP_004686256	MULTISPECIES: malate dehydrogenase [Brucella]	Brucella
mdtB	WP_105984812	efflux RND transporter permease subunit [Brucella sp. BCCN 84-3]	Brucella sp. BCCN 84-3
mdtG	WP_004684884	multidrug efflux MFS transporter [Brucella melitensis]	Brucella melitensis
mepA	WP_004692138	MULTISPECIES: penicillin-insensitive murein endopeptidase [Brucella]	Brucella
metF	WP_004684030	MULTISPECIES: methylenetetrahydrofolate reductase [NAD(P)H] [Brucella]	Brucella
metH	WP_004684692	MULTISPECIES: methionine synthase [Brucella]	Brucella
metK	WP_005970373	MULTISPECIES: methionine adenosyltransferase [Brucella]	Brucella
mfd	WP_005975436	transcription-repair coupling factor [Brucella melitensis]	Brucella melitensis
mgtA	WP_005974758	magnesium-translocating P-type ATPase [Brucella melitensis]	Brucella melitensis
mgtE	WP_002965770	MULTISPECIES: magnesium transporter [Brucella]	Brucella
mhpA	WP_005968961	MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Brucella]	Brucella
miaA	WP_004685747	MULTISPECIES: tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Brucella]	Brucella
miaB	WP_004684577	MULTISPECIES: tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB [Brucella]	Brucella
minC	WP_004685048	septum site-determining protein MinC [Brucella melitensis]	Brucella melitensis
minD	WP_004681643	MULTISPECIES: septum site-determining protein MinD [Brucella]	Brucella
minE	WP_002966267	MULTISPECIES: cell division topological specificity factor MinE [Brucella]	Brucella
mltG	WP_004685471	endolytic transglycosylase MltG [Brucella melitensis]	Brucella melitensis
mmsB	WP_004683962	MULTISPECIES: 3-hydroxyisobutyrate dehydrogenase [Brucella]	Brucella
mnmA	WP_002964692	MULTISPECIES: tRNA 2-thiouridine(34) synthase MnmA [Brucella]	Brucella
mnmE	WP_004684532	MULTISPECIES: tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE [Brucella]	Brucella
mnmG	WP_004685274	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG [Brucella melitensis]	Brucella melitensis
moaA	WP_004683730	MULTISPECIES: GTP 3',8-cyclase MoaA [Brucella]	Brucella
moaA	WP_002967624	GTP 3',8-cyclase MoaA [Brucella abortus]	Brucella abortus
moaC	WP_004683848	MULTISPECIES: cyclic pyranopterin monophosphate synthase MoaC [Brucella]	Brucella
moaD	WP_002963839	MULTISPECIES: molybdopterin converting factor subunit 1 [Brucella]	Brucella
moaD_2	WP_112837595	MoaD/ThiS family protein [Brucella melitensis]	Brucella melitensis
modA	WP_006073243	molybdate ABC transporter substrate-binding protein [Brucella suis]	Brucella suis
modB	WP_002966489	MULTISPECIES: molybdate ABC transporter permease subunit [Brucella]	Brucella
modC	WP_004681262	MULTISPECIES: molybdenum ABC transporter ATP-binding protein [Brucella]	Brucella
mog	WP_002966133	MULTISPECIES: molybdopterin adenylyltransferase [Brucella]	Brucella
motA	WP_005974695	flagellar motor stator protein MotA [Brucella melitensis]	Brucella melitensis
mprF	WP_004684959	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF [Brucella melitensis]	Brucella melitensis
mscL	WP_006137752	large conductance mechanosensitive channel protein MscL [Brucella melitensis]	Brucella melitensis
msrA	WP_004682501	MULTISPECIES: peptide-methionine (S)-S-oxide reductase MsrA [Brucella]	Brucella
msrB	WP_004681816	MULTISPECIES: peptide-methionine (R)-S-oxide reductase MsrB [Brucella]	Brucella
msrP	WP_002965661	MULTISPECIES: protein-methionine-sulfoxide reductase catalytic subunit MsrP [Brucella]	Brucella
msrQ	WP_004682401	MULTISPECIES: protein-methionine-sulfoxide reductase heme-binding subunit MsrQ [Brucella]	Brucella
mtaB	WP_004684461	MULTISPECIES: tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB [Brucella]	Brucella
mtgA	WP_154169491	monofunctional biosynthetic peptidoglycan transglycosylase [Brucella sp. 10RB9213]	Brucella sp. 10RB9213
mtgA_3	WP_127843822	penicillin-binding protein 1A [Brucella melitensis]	Brucella melitensis
murA	WP_004685414	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Brucella melitensis]	Brucella melitensis
murB	WP_004684020	MULTISPECIES: UDP-N-acetylmuramate dehydrogenase [Brucella]	Brucella
murD	WP_006161218	MULTISPECIES: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [Brucella]	Brucella
murG	WP_004684021	MULTISPECIES: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Brucella]	Brucella
murJ	WP_004685366	murein biosynthesis integral membrane protein MurJ [Brucella melitensis]	Brucella melitensis
mutL	WP_002966364	MULTISPECIES: DNA mismatch repair endonuclease MutL [Brucella]	Brucella
mutM	WP_002965245	MULTISPECIES: bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase [Brucella]	Brucella
mutS	WP_004689405	DNA mismatch repair protein MutS [Brucella suis]	Brucella suis
mutY	WP_004683167	MULTISPECIES: A/G-specific adenine glycosylase [Brucella]	Brucella
nagA	WP_105984595	N-acetylglucosamine-6-phosphate deacetylase [Brucella sp. BCCN 84-3]	Brucella sp. BCCN 84-3
nagZ	WP_005973387	beta-N-acetylhexosaminidase [Brucella melitensis]	Brucella melitensis
namA	WP_004685082	MULTISPECIES: NADH:flavin oxidoreductase/NADH oxidase family protein [Brucella]	Brucella
nanR	WP_004683264	MULTISPECIES: FadR/GntR family transcriptional regulator [Brucella]	Brucella
nanT	WP_234430310	MFS transporter, partial [Brucella melitensis]	Brucella melitensis
narG	WP_087920743	nitrate reductase subunit alpha [Brucella melitensis]	Brucella melitensis
narH	WP_046722175	nitrate reductase subunit beta [Brucella melitensis]	Brucella melitensis
narI	WP_002966289	MULTISPECIES: respiratory nitrate reductase subunit gamma [Brucella]	Brucella
narJ	WP_004681610	MULTISPECIES: nitrate reductase molybdenum cofactor assembly chaperone [Brucella]	Brucella
ndhB	WP_004681848	MULTISPECIES: monovalent cation/H+ antiporter subunit A [Brucella]	Brucella
ndhH	WP_005973418	NADH-quinone oxidoreductase subunit D [Brucella melitensis]	Brucella melitensis
ndk	WP_002963836	MULTISPECIES: nucleoside-diphosphate kinase [Brucella]	Brucella
nhaA	WP_006137708	Na+/H+ antiporter NhaA [Brucella melitensis]	Brucella melitensis
nikA	WP_004686001	MULTISPECIES: nickel ABC transporter substrate-binding protein [Brucella]	Brucella
nikC	WP_004686002	MULTISPECIES: nickel ABC transporter permease subunit NikC [Brucella]	Brucella
nikD	WP_006228282	nickel import ATP-binding protein NikD [Brucella abortus]	Brucella abortus
nikE	WP_002965842	MULTISPECIES: nickel import ATP-binding protein NikE [Brucella]	Brucella
nikR	WP_029673059	nickel-responsive transcriptional regulator NikR [Brucella suis]	Brucella suis
nirK	WP_002966326	MULTISPECIES: copper-containing nitrite reductase [Brucella]	Brucella
nosZ_1	WP_008934504	TAT-dependent nitrous-oxide reductase [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
nosZ_2	WP_015799823	TAT-dependent nitrous-oxide reductase [Brucella microti]	Brucella microti
nosZ_2	WP_025199243	TAT-dependent nitrous-oxide reductase [Brucella sp. BO2]	Brucella sp. BO2
nosZ_2	WP_008934504	TAT-dependent nitrous-oxide reductase [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
nosZ_2	WP_004687462	TAT-dependent nitrous-oxide reductase [Brucella neotomae]	Brucella neotomae
nosZ_2	WP_002967358	MULTISPECIES: TAT-dependent nitrous-oxide reductase [Brucella]	Brucella
nrdE	WP_002969365	MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit alpha [Brucella]	Brucella
nrdF	WP_004681638	MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit beta [Brucella]	Brucella
nrdH	WP_002966274	MULTISPECIES: glutaredoxin-like protein NrdH [Brucella]	Brucella
nrdI	WP_002966273	MULTISPECIES: class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI [Brucella]	Brucella
nrdR	WP_002966765	MULTISPECIES: transcriptional regulator NrdR [Brucella]	Brucella
nrdR_1	WP_006161117	MULTISPECIES: transcriptional regulator NrdR [Brucella]	Brucella
nrdR_2	WP_187959991	transcriptional regulator NrdR [Brucella sp. 6810]	Brucella sp. 6810
nspC	WP_004685432	carboxynorspermidine decarboxylase [Brucella melitensis]	Brucella melitensis
nth	WP_004685376	endonuclease III [Brucella melitensis]	Brucella melitensis
ntrC	WP_004685670	MULTISPECIES: nitrogen regulation protein NR(I) [Brucella]	Brucella
nudC	WP_004685329	NAD(+) diphosphatase [Brucella melitensis]	Brucella melitensis
nudL	WP_006071229	CoA pyrophosphatase [Brucella suis]	Brucella suis
nudL	WP_006141479	CoA pyrophosphatase [Brucella melitensis]	Brucella melitensis
nudL	WP_004684081	MULTISPECIES: CoA pyrophosphatase [Brucella]	Brucella
nuoE	WP_004685569	NADH-quinone oxidoreductase subunit NuoE [Brucella melitensis]	Brucella melitensis
nuoF	WP_002963942	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoF [Brucella]	Brucella
nuoH	WP_002963944	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoH [Brucella]	Brucella
nuoI	WP_002963945	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoI [Brucella]	Brucella
nuoK	WP_043934976	NADH-quinone oxidoreductase subunit NuoK [Brucella suis]	Brucella suis
nuoL	WP_004685571	NADH-quinone oxidoreductase subunit L [Brucella melitensis]	Brucella melitensis
nuoN	WP_004683623	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [Brucella]	Brucella
nusA	WP_179947192	transcription termination factor NusA [Brucella sp. 09RB8910]	Brucella sp. 09RB8910
nusA	WP_062854222	transcription termination factor NusA [Brucella melitensis]	Brucella melitensis
nusA	WP_002965225	MULTISPECIES: transcription termination factor NusA [Brucella]	Brucella
nusB	WP_002963907	MULTISPECIES: transcription antitermination factor NusB [Brucella]	Brucella
nusG	WP_002964375	MULTISPECIES: transcription termination/antitermination protein NusG [Brucella]	Brucella
obgE	WP_002964923	MULTISPECIES: GTPase ObgE [Brucella]	Brucella
odhB	WP_008934921	MULTISPECIES: 2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase [unclassified Brucella]	unclassified Brucella
oppD	WP_004682424	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
pal	WP_002966947	MULTISPECIES: peptidoglycan-associated lipoprotein Pal [Brucella]	Brucella
panB	WP_002963495	MULTISPECIES: 3-methyl-2-oxobutanoate hydroxymethyltransferase [Brucella]	Brucella
parC	WP_002967557	MULTISPECIES: DNA topoisomerase IV subunit A [Brucella]	Brucella
parE	WP_006120523	DNA topoisomerase IV subunit B [Brucella abortus]	Brucella abortus
pcaC	WP_002965993	MULTISPECIES: 4-carboxymuconolactone decarboxylase [Brucella]	Brucella
