Query	Match	Name	Organism
group_186	WP_004685697	MULTISPECIES: DegQ family serine endoprotease [Brucella]	Brucella
group_1860	WP_006013555	PRC-barrel domain-containing protein [Brucella ovis]	Brucella ovis
group_1862	WP_004684140	MULTISPECIES: GNAT family N-acetyltransferase [Brucella]	Brucella
group_1863	WP_004684143	MULTISPECIES: bile acid:sodium symporter family protein [Brucella]	Brucella
group_1864	WP_002971137	phosphoglucosamine mutase [Brucella abortus]	Brucella abortus
group_1865	WP_004685826	MULTISPECIES: YbgC/FadM family acyl-CoA thioesterase [Brucella]	Brucella
group_1868	WP_002967899	TerC family protein [Brucella abortus]	Brucella abortus
group_1869	WP_083262130	MULTISPECIES: hypothetical protein [unclassified Brucella]	unclassified Brucella
group_187	WP_006258297	D-alanyl-D-alanine carboxypeptidase family protein [Brucella melitensis]	Brucella melitensis
group_1870	WP_002964825	MULTISPECIES: DUF1192 domain-containing protein [Brucella]	Brucella
group_1871	WP_002964827	MULTISPECIES: YdcH family protein [Brucella]	Brucella
group_1873	WP_002970283	MULTISPECIES: DUF2312 domain-containing protein [Brucella]	Brucella
group_1874	WP_002964839	MULTISPECIES: glycine zipper 2TM domain-containing protein [Brucella]	Brucella
group_1875	WP_002966958	MULTISPECIES: thiamine diphosphokinase [Brucella]	Brucella
group_1878	WP_127840835	RNA polymerase factor sigma-32 [Brucella melitensis]	Brucella melitensis
group_1879	WP_002964850	MULTISPECIES: ferredoxin family protein [Brucella]	Brucella
group_1880	WP_002964852	MULTISPECIES: RNA-binding S4 domain-containing protein [Brucella]	Brucella
group_1881	WP_032449988	heme-binding protein [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
group_1882	WP_005972656	ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_1883	WP_004685851	F0F1 ATP synthase subunit gamma [Brucella melitensis]	Brucella melitensis
group_1884	WP_004685854	MULTISPECIES: RsmB/NOP family class I SAM-dependent RNA methyltransferase [Brucella]	Brucella
group_1886	WP_005972644	chorismate mutase [Brucella melitensis]	Brucella melitensis
group_1887	WP_004684311	MULTISPECIES: RNA pyrophosphohydrolase [Brucella]	Brucella
group_1889	WP_002965363	MULTISPECIES: class I SAM-dependent methyltransferase [Brucella]	Brucella
group_189	WP_210340039	GNAT family N-acetyltransferase [Brucella melitensis]	Brucella melitensis
group_1890	WP_004685356	PhzF family phenazine biosynthesis protein [Brucella melitensis]	Brucella melitensis
group_1893	WP_005970254	MULTISPECIES: YdcF family protein [Brucella]	Brucella
group_1895	WP_002965338	MULTISPECIES: DUF2794 domain-containing protein [Brucella]	Brucella
group_1896	WP_129222415	arylesterase [Brucella canis]	Brucella canis
group_1897	WP_004686671	MULTISPECIES: low molecular weight phosphotyrosine protein phosphatase [Brucella]	Brucella
group_1898	WP_025198831	invasion associated locus B family protein [Brucella melitensis]	Brucella melitensis
group_1899	WP_002965319	MULTISPECIES: ImuA family protein [Brucella]	Brucella
group_19	WP_005974736	MULTISPECIES: DUF882 domain-containing protein [Brucella]	Brucella
group_190	WP_015799953	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme [Brucella microti]	Brucella microti
group_1900	WP_127840808	lytic transglycosylase domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1901	WP_004685337	MULTISPECIES: alpha/beta hydrolase [Brucella]	Brucella
group_1902	WP_002965299	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1903	WP_002965298	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1905	WP_006218804	YbaB/EbfC family nucleoid-associated protein [Brucella abortus]	Brucella abortus
group_1907	WP_002965271	MULTISPECIES: TIGR02300 family protein [Brucella]	Brucella
group_1907	WP_153527655	TIGR02300 family protein [Brucella sp. 2280]	Brucella sp. 2280
group_1908	WP_004685320	CHRD domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1909	WP_006014655	acetoacetate--CoA ligase [Brucella ovis]	Brucella ovis
group_1909	WP_006107514	acetoacetate--CoA ligase [Brucella abortus]	Brucella abortus
group_1909	WP_002968065	MULTISPECIES: acetoacetate--CoA ligase [Brucella]	Brucella
group_191	WP_127840841	M3 family metallopeptidase [Brucella melitensis]	Brucella melitensis
group_1910	WP_004687820	MULTISPECIES: crotonase/enoyl-CoA hydratase family protein [Brucella]	Brucella
group_1911	WP_002968059	MULTISPECIES: glyoxylate/hydroxypyruvate reductase A [Brucella]	Brucella
group_1914	WP_002965244	MULTISPECIES: pilus biosynthesis protein [Brucella]	Brucella
group_1915	WP_002968054	MULTISPECIES: MarR family transcriptional regulator [Brucella]	Brucella
group_1916	WP_002965239	MULTISPECIES: D-glycerate dehydrogenase [Brucella]	Brucella
group_1918	WP_002971804	MULTISPECIES: Fur family transcriptional regulator [Brucella]	Brucella
group_192	WP_002972111	UbiA family prenyltransferase [Brucella pinnipedialis]	Brucella pinnipedialis
group_1921	WP_002965221	MULTISPECIES: helix-turn-helix domain-containing protein [Brucella]	Brucella
group_1924	WP_004684567	MULTISPECIES: DUF1330 domain-containing protein [Brucella]	Brucella
group_1925	WP_004685294	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1926	WP_004692069	phosphoribosylanthranilate isomerase [Brucella suis]	Brucella suis
group_1926	WP_006014522	phosphoribosylanthranilate isomerase [Brucella ovis]	Brucella ovis
group_1931	WP_004685263	MULTISPECIES: DUF4354 family protein [Brucella]	Brucella
group_1932	WP_080630773	autotransporter outer membrane beta-barrel domain-containing protein [Brucella canis]	Brucella canis
group_1933	WP_002970381	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1934	WP_002965069	MULTISPECIES: L,D-transpeptidase [Brucella]	Brucella
group_1935	WP_002969498	MULTISPECIES: YdcF family protein [Brucella]	Brucella
group_1936	WP_004684488	MULTISPECIES: prephenate/arogenate dehydrogenase family protein [Brucella]	Brucella
group_1937	WP_004684487	MULTISPECIES: histidinol-phosphate transaminase [Brucella]	Brucella
group_1938	WP_004685240	YihY/virulence factor BrkB family protein [Brucella melitensis]	Brucella melitensis
group_1939	WP_041594715	twin transmembrane helix small protein [Brucella microti]	Brucella microti
group_1940	WP_002965027	MULTISPECIES: GntR family transcriptional regulator [Brucella]	Brucella
group_1941	WP_004684476	MULTISPECIES: asparaginase [Brucella]	Brucella
group_1942	WP_004684464	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1943	WP_004684463	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1944	WP_008933513	septation protein A [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
group_1945	WP_006090206	MULTISPECIES: tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB [Brucella]	Brucella
group_1946	WP_006014259	protease inhibitor Inh/omp19 family protein [Brucella ovis]	Brucella ovis
group_1948	WP_004684456	MULTISPECIES: 2-oxoglutarate dehydrogenase E1 component [Brucella]	Brucella
group_1949	WP_004685221	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1950	WP_004685219	MULTISPECIES: winged helix-turn-helix domain-containing protein [Brucella]	Brucella
group_1951	WP_025200779	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1952	WP_046722099	succinate dehydrogenase iron-sulfur subunit [Brucella melitensis]	Brucella melitensis
group_1953	WP_004685212	methyltransferase [Brucella melitensis]	Brucella melitensis
group_1954	WP_002964960	MULTISPECIES: YciI-like protein [Brucella]	Brucella
group_1955	WP_004684415	MULTISPECIES: methyltransferase domain-containing protein [Brucella]	Brucella
group_1956	WP_004685208	ComF family protein [Brucella melitensis]	Brucella melitensis
group_1958	WP_002964948	MULTISPECIES: carbon-nitrogen hydrolase family protein [Brucella]	Brucella
group_1959	WP_004685207	DMT family transporter [Brucella melitensis]	Brucella melitensis
group_196	WP_002969532	MULTISPECIES: sugar ABC transporter permease [Brucella]	Brucella
group_1960	WP_004684402	MULTISPECIES: bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase [Brucella]	Brucella
group_1961	WP_002964944	MULTISPECIES: aspartate kinase [Brucella]	Brucella
group_1963	WP_004684667	MULTISPECIES: metal/formaldehyde-sensitive transcriptional repressor [Brucella]	Brucella
group_1964	WP_002968105	MULTISPECIES: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Brucella]	Brucella
group_1966	WP_164858518	penicillin-binding protein 1A, partial [Brucella melitensis]	Brucella melitensis
group_1967	WP_002967503	MULTISPECIES: phage head closure protein [Brucella]	Brucella
group_1968	WP_006072374	MULTISPECIES: DUF3168 domain-containing protein [Brucella]	Brucella
group_1969	WP_005973648	HAMP domain-containing sensor histidine kinase [Brucella melitensis]	Brucella melitensis
group_197	WP_002965556	MULTISPECIES: SMP-30/gluconolactonase/LRE family protein [Brucella]	Brucella
group_1970	WP_002971524	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1971	WP_004683357	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1973	WP_002971501	MULTISPECIES: helix-turn-helix transcriptional regulator [Brucella]	Brucella
group_1974	WP_002963805	MULTISPECIES: ribonuclease III [Brucella]	Brucella
group_1975	WP_002963816	MULTISPECIES: SOS response-associated peptidase [Brucella]	Brucella
group_1976	WP_006160825	MULTISPECIES: LysE/ArgO family amino acid transporter [Brucella]	Brucella
group_1977	WP_002966738	MULTISPECIES: peptidylprolyl isomerase [Brucella]	Brucella
group_1978	WP_004685532	LPS-assembly protein LptD [Brucella melitensis]	Brucella melitensis
group_1979	WP_002963832	MULTISPECIES: DNA polymerase III subunit chi [Brucella]	Brucella
group_198	WP_004685196	MULTISPECIES: metal ABC transporter ATP-binding protein [Brucella]	Brucella
group_1980	WP_004685534	META domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1981	WP_008933916	glutathione S-transferase [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
group_1982	WP_005973579	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1983	WP_004683478	MULTISPECIES: DMT family transporter [Brucella]	Brucella
group_1984	WP_004685542	phosphoribosylformylglycinamidine cyclo-ligase [Brucella melitensis]	Brucella melitensis
group_1985	WP_011005270	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1986	WP_002963858	MULTISPECIES: SDR family oxidoreductase [Brucella]	Brucella
group_1987	WP_011005263	MULTISPECIES: transposase [Brucella]	Brucella
group_1988	WP_005973552	MULTISPECIES: TniQ family protein [Brucella]	Brucella
group_199	WP_004685189	flagellar hook-length control protein FliK [Brucella melitensis]	Brucella melitensis
group_1990	WP_134870594	SH3 domain-containing protein [Brucella abortus]	Brucella abortus
group_1991	WP_002963881	MULTISPECIES: amino acid ABC transporter substrate-binding protein [Brucella]	Brucella
group_1992	WP_046722159	amino acid ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_1993	WP_002966759	MULTISPECIES: zinc-finger domain-containing protein [Brucella]	Brucella
group_1994	WP_004685564	MULTISPECIES: DUF2842 domain-containing protein [Brucella]	Brucella
group_1995	WP_210163784	hypothetical protein, partial [Brucella melitensis]	Brucella melitensis
group_1996	WP_002964046	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1998	WP_004685613	cysteine desulfurase [Brucella melitensis]	Brucella melitensis
group_1999	WP_002964059	MULTISPECIES: SUF system Fe-S cluster assembly protein [Brucella]	Brucella
group_20	WP_004685252	autotransporter outer membrane beta-barrel domain-containing protein [Brucella melitensis]	Brucella melitensis
group_200	WP_112861090	alpha-D-glucose phosphate-specific phosphoglucomutase, partial [Brucella suis]	Brucella suis
group_2001	WP_004683729	MULTISPECIES: molybdenum cofactor guanylyltransferase [Brucella]	Brucella
group_2002	WP_002964079	MULTISPECIES: DUF971 domain-containing protein [Brucella]	Brucella
group_2003	WP_004683734	MULTISPECIES: GlsB/YeaQ/YmgE family stress response membrane protein [Brucella]	Brucella
group_2004	WP_004685620	site-specific integrase [Brucella melitensis]	Brucella melitensis
group_2005	WP_002964091	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2006	WP_004684878	MULTISPECIES: carbonate dehydratase [Brucella]	Brucella
group_2007	WP_004684879	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2008	WP_002965874	MULTISPECIES: four helix bundle protein [Brucella]	Brucella
group_2009	WP_002965878	MULTISPECIES: DUF1127 domain-containing protein [Brucella]	Brucella
group_201	WP_155245419	IS3-like element IS1953 family transposase [Brucella melitensis]	Brucella melitensis
group_2011	WP_004684892	ABC transporter substrate-binding protein [Brucella melitensis]	Brucella melitensis
group_2012	WP_002965890	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_2013	WP_004684894	MULTISPECIES: M81 family metallopeptidase [Brucella]	Brucella
group_2014	WP_206118504	sugar ABC transporter substrate-binding protein, partial [Brucella melitensis]	Brucella melitensis
group_2014	WP_004682068	MULTISPECIES: sugar ABC transporter substrate-binding protein [Brucella]	Brucella
group_2015	WP_002965914	MULTISPECIES: DUF1127 domain-containing protein [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
group_2018	WP_002972093	MULTISPECIES: superoxide dismutase family protein [Brucella]	Brucella
group_2019	WP_005971225	MULTISPECIES: sugar ABC transporter permease [Brucella]	Brucella
group_202	WP_004685524	MULTISPECIES: lytic transglycosylase domain-containing protein [Brucella]	Brucella
group_2020	WP_002965950	MULTISPECIES: carbohydrate ABC transporter permease [Brucella]	Brucella
group_2021	WP_004684922	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Brucella melitensis]	Brucella melitensis
group_2022	WP_004681957	MULTISPECIES: amino acid ABC transporter substrate-binding protein [Brucella]	Brucella
group_2023	WP_002972090	MULTISPECIES: winged helix DNA-binding protein [Brucella]	Brucella
group_2024	WP_154168091	iron chelate uptake ABC transporter family permease subunit [Brucella sp. 10RB9213]	Brucella sp. 10RB9213
group_2025	WP_002965972	MULTISPECIES: DUF1127 domain-containing protein [Brucella]	Brucella
group_2026	WP_006643312	MULTISPECIES: nucleoside deaminase [Brucella]	Brucella
group_2027	WP_004684933	dipeptidase [Brucella melitensis]	Brucella melitensis
group_2028	WP_004681927	MULTISPECIES: 3-carboxy-cis,cis-muconate cycloisomerase [Brucella]	Brucella
group_2029	WP_002968445	MULTISPECIES: Lrp/AsnC family transcriptional regulator [Brucella]	Brucella
group_203	WP_004685038	MULTISPECIES: c-type cytochrome [Brucella]	Brucella
group_2030	WP_025198199	ABC transporter substrate-binding protein [Brucella suis]	Brucella suis
group_2030	WP_006073752	ABC transporter substrate-binding protein [Brucella suis]	Brucella suis
group_2031	WP_025198058	ABC transporter substrate-binding protein [Brucella suis]	Brucella suis
group_2032	WP_075679000	pyrimidine dimer DNA glycosylase/endonuclease V, partial [Brucella abortus]	Brucella abortus
group_2033	WP_002969333	MULTISPECIES: DNA polymerase IV [Brucella]	Brucella
group_2035	WP_002966021	MULTISPECIES: DUF3572 domain-containing protein [Brucella]	Brucella
group_2039	WP_046722182	ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_2040	WP_002968421	MULTISPECIES: transposase [Brucella]	Brucella
group_2042	WP_002963432	MULTISPECIES: urease subunit gamma [Brucella]	Brucella
group_2044	WP_002963450	MULTISPECIES: succinylglutamate desuccinylase/aspartoacylase family protein [Brucella]	Brucella
group_2045	WP_004682859	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2046	WP_002963470	MULTISPECIES: 2'-deoxycytidine 5'-triphosphate deaminase [Brucella]	Brucella
group_2047	WP_002963476	MULTISPECIES: DUF952 domain-containing protein [Brucella]	Brucella
group_2048	WP_002963480	MULTISPECIES: response regulator transcription factor [Brucella]	Brucella
group_2049	WP_002963486	MULTISPECIES: glycosyltransferase family 25 protein [Brucella]	Brucella
group_205	WP_005972796	patatin-like phospholipase family protein [Brucella melitensis]	Brucella melitensis
group_2050	WP_004682898	MULTISPECIES: LysR family transcriptional regulator [Brucella]	Brucella
group_2051	WP_004682905	MULTISPECIES: alpha/beta hydrolase [Brucella]	Brucella
group_2052	WP_046722153	4-hydroxyproline epimerase [Brucella melitensis]	Brucella melitensis
group_2053	WP_004682929	MULTISPECIES: invasion associated locus B family protein [Brucella]	Brucella
group_2055	WP_004682961	MULTISPECIES: LysR family transcriptional regulator [Brucella]	Brucella
group_2056	WP_002963542	MULTISPECIES: ATP synthase subunit [Brucella]	Brucella
group_2057	WP_002971568	MULTISPECIES: ribbon-helix-helix protein, CopG family [Brucella]	Brucella
group_2058	WP_154144480	MULTISPECIES: histidine phosphatase family protein [Brucella]	Brucella
group_2059	WP_014490003	MULTISPECIES: pirin family protein [Brucella]	Brucella
group_2059	WP_004691970	pirin family protein [Brucella canis]	Brucella canis
group_206	WP_054598421	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_206	WP_004684349	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_206	WP_087913386	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_2061	WP_076770797	MULTISPECIES: MliC family protein [unclassified Brucella]	unclassified Brucella
group_2061	WP_154170406	MliC family protein [Brucella sp. 10RB9213]	Brucella sp. 10RB9213
group_2062	WP_002963610	MULTISPECIES: 30S ribosomal protein S18 [Alphaproteobacteria]	Alphaproteobacteria
group_2063	WP_002963616	MULTISPECIES: acyl carrier protein [Hyphomicrobiales]	Hyphomicrobiales
group_2064	WP_002963645	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2065	WP_002963647	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2066	WP_004683161	MULTISPECIES: HAD family phosphatase [Brucella]	Brucella
group_2067	WP_005973812	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_2068	WP_004683169	MULTISPECIES: DUF721 domain-containing protein [Brucella]	Brucella
group_2069	WP_062854216	cation diffusion facilitator family transporter [Brucella melitensis]	Brucella melitensis
group_2069	WP_025198733	cation diffusion facilitator family transporter [Brucella neotomae]	Brucella neotomae
group_207	WP_127840839	fumarylacetoacetate hydrolase family protein [Brucella melitensis]	Brucella melitensis
group_2070	WP_002967466	MULTISPECIES: glyoxalase [Brucella]	Brucella
group_2071	WP_002963667	MULTISPECIES: DUF2793 domain-containing protein [Brucella]	Brucella
group_2072	WP_182231173	IS481 family transposase [Brucella sp. BO3]	Brucella sp. BO3
group_2074	WP_002963677	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_2075	WP_004683211	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_2076	WP_210165711	hypothetical protein, partial [Brucella canis]	Brucella canis
group_2077	WP_002963934	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2079	WP_004685572	NADH-quinone oxidoreductase subunit M [Brucella melitensis]	Brucella melitensis
group_208	WP_046722166	APC family permease [Brucella melitensis]	Brucella melitensis
group_2081	WP_127840817	proline--tRNA ligase [Brucella melitensis]	Brucella melitensis
group_2082	WP_009364413	hypothetical protein [Brucella sp. BO2]	Brucella sp. BO2
group_2084	WP_004683658	MULTISPECIES: alpha/beta hydrolase [Brucella]	Brucella
group_2085	WP_004685581	beta-ketoacyl-ACP synthase [Brucella melitensis]	Brucella melitensis
group_2086	WP_002963994	MULTISPECIES: TIGR02281 family clan AA aspartic protease [Brucella]	Brucella
group_2087	WP_004685587	thermonuclease family protein [Brucella melitensis]	Brucella melitensis
group_2089	WP_002964020	MULTISPECIES: ATP-binding protein [Brucella]	Brucella
group_209	WP_004681061	MULTISPECIES: amidohydrolase [Brucella]	Brucella
group_2091	WP_002964032	MULTISPECIES: NADH:ubiquinone oxidoreductase subunit NDUFA12 [Brucella]	Brucella
group_2092	WP_005969165	MULTISPECIES: leucyl/phenylalanyl-tRNA--protein transferase [Brucella]	Brucella
group_2093	WP_002964036	MULTISPECIES: acetyl-CoA carboxylase biotin carboxyl carrier protein [Brucella]	Brucella
group_2095	WP_005971439	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2096	WP_004684980	MULTISPECIES: peptide ABC transporter substrate-binding protein [Brucella]	Brucella
group_2098	WP_070329529	MULTISPECIES: monovalent cation/H(+) antiporter subunit G [Brucella]	Brucella
group_2099	WP_004684992	K+/H+ antiporter subunit F [Brucella melitensis]	Brucella melitensis
group_210	WP_202087958	ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_2100	WP_002966134	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2102	WP_006015786	beta-ketoacyl-ACP synthase III [Brucella ovis]	Brucella ovis
group_2102	WP_023081237	beta-ketoacyl-ACP synthase III [Brucella canis]	Brucella canis
group_2102	WP_129171597	beta-ketoacyl-ACP synthase III [Brucella canis]	Brucella canis
group_2103	WP_002971258	MULTISPECIES: HlyD family secretion protein [Brucella]	Brucella
group_2104	WP_004681837	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_2105	WP_004681835	MULTISPECIES: cupin domain-containing protein [Brucella]	Brucella
group_2106	WP_115633428	ABC transporter permease [Brucella abortus]	Brucella abortus
group_2107	WP_002966169	MULTISPECIES: YeeE/YedE family protein [Brucella]	Brucella
group_2108	WP_002970715	MULTISPECIES: peptide deformylase [Brucella]	Brucella
group_2109	WP_004681802	MULTISPECIES: sugar phosphate nucleotidyltransferase [Brucella]	Brucella
group_211	WP_002966547	MULTISPECIES: thiamine pyrophosphate-dependent enzyme [Brucella]	Brucella
group_2110	WP_002971358	MULTISPECIES: YdcF family protein [Brucella]	Brucella
group_2111	WP_004685018	glycosyltransferase [Brucella melitensis]	Brucella melitensis
group_2113	WP_002966200	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_2114	WP_004685026	zinc-dependent alcohol dehydrogenase family protein [Brucella melitensis]	Brucella melitensis
group_2115	WP_002966209	MULTISPECIES: GMC family oxidoreductase N-terminal domain-containing protein [Brucella]	Brucella
group_2116	WP_002966235	MULTISPECIES: hydrogen peroxide-inducible genes activator [Brucella]	Brucella
group_2118	WP_002966247	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2121	WP_002966254	MULTISPECIES: DUF1269 domain-containing protein [Brucella]	Brucella
group_2122	WP_008934527	hypothetical protein [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
group_2123	WP_002971982	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2126	WP_002966298	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_2127	WP_004685067	MULTISPECIES: ABC transporter permease subunit [Brucella]	Brucella
group_2128	WP_002966316	MULTISPECIES: RES family NAD+ phosphorylase [Brucella]	Brucella
group_2129	WP_002966331	MULTISPECIES: metal-sulfur cluster assembly factor [Brucella]	Brucella
group_2130	WP_002964199	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2131	WP_002964197	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2134	WP_004683803	MULTISPECIES: bile acid:sodium symporter [Brucella]	Brucella
group_2135	WP_002964175	MULTISPECIES: GNAT family N-acetyltransferase [Brucella]	Brucella
group_2136	WP_004683782	MULTISPECIES: competence/damage-inducible protein A [Brucella]	Brucella
group_2138	WP_002964163	MULTISPECIES: NUDIX hydrolase [Brucella]	Brucella
group_2140	WP_002970018	MULTISPECIES: thioredoxin reductase [Brucella]	Brucella
group_2141	WP_004689683	hypothetical protein [Brucella suis]	Brucella suis
group_2143	WP_002964120	MULTISPECIES: ATP12 family chaperone protein [Brucella]	Brucella
group_2144	WP_004683749	MULTISPECIES: MBL fold metallo-hydrolase [Brucella]	Brucella
group_2145	WP_004685629	DNA polymerase III subunit delta' [Brucella melitensis]	Brucella melitensis
group_2146	WP_002964109	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase family protein [Brucella]	Brucella
group_2147	WP_002967636	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2151	WP_002964259	MULTISPECIES: septum formation initiator family protein [Brucella]	Brucella
group_2153	WP_002970053	MULTISPECIES: PAS domain-containing sensor histidine kinase [Brucella]	Brucella
group_2154	WP_006012615	single-stranded DNA-binding protein [Brucella ovis]	Brucella ovis
group_2159	WP_002969174	MULTISPECIES: dihydroxyacetone kinase subunit DhaK [Brucella]	Brucella
group_2161	WP_002964707	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_2162	WP_004689875	DUF1134 domain-containing protein [Brucella suis]	Brucella suis
group_2163	WP_025200520	MULTISPECIES: GNAT family N-acetyltransferase, partial [Brucella]	Brucella
group_2164	WP_002964694	MULTISPECIES: DUF1153 domain-containing protein [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
group_2166	WP_002964691	MULTISPECIES: RNA methyltransferase [Brucella]	Brucella
group_2167	WP_002964686	MULTISPECIES: ABC transporter permease subunit [Brucella]	Brucella
group_2168	WP_006088496	OmpW family protein [Brucella abortus]	Brucella abortus
group_2169	WP_005972833	N-acetyltransferase [Brucella melitensis]	Brucella melitensis
group_217	WP_102207970	glycosyltransferase family 4 protein [Brucella melitensis]	Brucella melitensis
group_2170	WP_004685794	N-acetyltransferase [Brucella melitensis]	Brucella melitensis
group_2172	WP_004684072	MULTISPECIES: MaoC family dehydratase [Brucella]	Brucella
group_2174	WP_006642972	MULTISPECIES: prolipoprotein diacylglyceryl transferase [Brucella]	Brucella
group_2175	WP_002964630	MULTISPECIES: YbjN domain-containing protein [Brucella]	Brucella
group_2176	WP_002964628	MULTISPECIES: tRNA-binding protein [Brucella]	Brucella
group_2177	WP_004685784	MULTISPECIES: MBL fold metallo-hydrolase [Brucella]	Brucella
group_2178	WP_006279672	glycosyltransferase family 4 protein [Brucella suis]	Brucella suis
group_2178	WP_002964609	MULTISPECIES: glycosyltransferase family 4 protein [Brucella]	Brucella
group_2178	WP_044287320	glycosyltransferase family 4 protein [Brucella abortus]	Brucella abortus
group_2178	WP_006111412	glycosyltransferase family 4 protein [Brucella abortus]	Brucella abortus
group_2179	WP_004684054	MULTISPECIES: winged helix-turn-helix transcriptional regulator [Brucella]	Brucella
group_218	WP_004685131	M3 family oligoendopeptidase [Brucella melitensis]	Brucella melitensis
group_2180	WP_004685777	cold-shock protein [Brucella melitensis]	Brucella melitensis
group_2182	WP_002964584	MULTISPECIES: HlyU family transcriptional regulator [Brucella]	Brucella
group_2183	WP_002967818	MULTISPECIES: tyrosine-type recombinase/integrase [Brucella]	Brucella
group_2184	WP_004684040	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2185	WP_004686936	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2186	WP_002971090	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2187	WP_004685771	aromatic ring-hydroxylating dioxygenase subunit alpha [Brucella melitensis]	Brucella melitensis
group_2188	WP_005967913	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2189	WP_004685768	alpha/beta hydrolase [Brucella melitensis]	Brucella melitensis
group_219	WP_080114785	ferritin family protein [Brucella abortus]	Brucella abortus
group_2190	WP_004684026	MULTISPECIES: DnaJ family molecular chaperone [Brucella]	Brucella
group_2191	WP_002969148	MULTISPECIES: DapH/DapD/GlmU-related protein [Brucella]	Brucella
group_2192	WP_004685751	dihydrofolate reductase [Brucella melitensis]	Brucella melitensis
group_2194	WP_005967992	MULTISPECIES: STAS/SEC14 domain-containing protein [Brucella]	Brucella
group_2195	WP_004683996	MULTISPECIES: TetR/AcrR family transcriptional regulator [Brucella]	Brucella
group_2199	WP_004685734	urease subunit beta [Brucella melitensis]	Brucella melitensis
group_220	WP_002964802	MULTISPECIES: peptidoglycan -binding protein [Brucella]	Brucella
group_2200	WP_002964469	MULTISPECIES: urease subunit gamma [Brucella]	Brucella
group_2201	WP_127840804	glycoside hydrolase family 10 protein [Brucella melitensis]	Brucella melitensis
group_2202	WP_002964452	MULTISPECIES: RbsD/FucU family protein [Brucella]	Brucella
