Query	Match	PIdent	Length	Mismatches	Gapopen	QStart	QEnd	SStart	SSend	Evalue	Bitscore	Taxa
group_1940	WP_002965027	100	227	0	0	1	681	1	227	9.04e-165	463	234
group_1941	WP_004684476	100	332	0	0	1	996	1	332	0	660	234
group_1942	WP_004684464	100	101	0	0	1	303	1	101	3.58e-58	183	234
group_1943	WP_004684463	100	163	0	0	1	489	1	163	1.38e-114	331	234
group_1944	WP_008933513	99.545	220	1	0	1	660	1	220	2.03e-126	365	520448
group_1945	WP_006090206	100	301	0	0	1	903	1	301	0	573	235
group_1946	WP_006014259	99.363	157	1	0	61	531	21	177	6.11e-93	277	236
group_1948	WP_004684456	100	1004	0	0	1	3012	1	1004	0	2019	234
group_1949	WP_004685221	100	180	0	0	1	540	1	180	1.22e-130	373	29459
group_1950	WP_004685219	100	221	0	0	1	663	1	221	1.8e-158	446	234
group_1951	WP_025200779	98.795	83	1	0	1	249	1	83	1.81e-38	132	29459
group_1952	WP_046722099	100	259	0	0	1	777	1	259	0	538	29459
group_1953	WP_004685212	100	218	0	0	1	654	1	218	6.22e-157	442	29459
group_1954	WP_002964960	100	96	0	0	1	288	1	96	7.85e-51	164	234
group_1955	WP_004684415	100	297	0	0	1	891	1	297	0	515	234
group_1956	WP_004685208	100	262	0	0	1	786	1	262	0	531	29459
group_1958	WP_002964948	100	284	0	0	1	852	1	284	0	561	234
group_1959	WP_004685207	100	297	0	0	1	891	1	297	8.27e-136	395	29459
group_196	WP_002969532	100	297	0	0	1	891	1	297	0	513	234
group_1960	WP_004684402	100	248	0	0	1	744	1	248	0	514	234
group_1961	WP_002964944	100	423	0	0	1	1269	1	423	0	841	234
group_1963	WP_004684667	100	86	0	0	1	258	1	86	3.11e-54	172	234
group_1964	WP_002968105	100	370	0	0	1	1110	1	370	0	759	234
group_1966	WP_164858518	100	246	0	0	738	1	415	660	1.14e-176	511	29459
group_1967	WP_002967503	100	112	0	0	1	336	1	112	6.36e-78	234	234
group_1968	WP_006072374	100	135	0	0	127	531	1	135	2.57e-94	279	234
group_1969	WP_005973648	99.771	436	1	0	1	1308	1	436	0	873	29459
group_197	WP_002965556	100	290	0	0	1	870	1	290	0	589	234
group_1970	WP_002971524	100	150	0	0	1	450	1	150	2.5e-71	220	234
group_1971	WP_004683357	100	216	0	0	1	648	1	216	4.3e-123	357	234
group_1973	WP_002971501	100	279	0	0	1	837	1	279	0	572	234
group_1974	WP_002963805	100	234	0	0	1	702	1	234	1.78e-169	475	234
group_1975	WP_002963816	100	259	0	0	1	777	1	259	0	533	234
group_1976	WP_006160825	98.529	204	3	0	1	612	1	204	1.35e-101	301	234
group_1977	WP_002966738	100	318	0	0	1	954	1	318	0	657	234
group_1978	WP_004685532	100	792	0	0	22	2397	1	792	0	1635	29459
group_1979	WP_002963832	100	149	0	0	1	447	1	149	9.73e-106	307	234
group_198	WP_004685196	100	273	0	0	1	819	1	273	0	549	234
group_1980	WP_004685534	100	267	0	0	91	891	1	267	1.87e-177	499	29459
group_1981	WP_008933916	99.497	199	1	0	1	597	1	199	4.74e-126	363	520448
group_1982	WP_005973579	100	214	0	0	46	687	16	229	5.52e-144	410	29459
group_1983	WP_004683478	100	281	0	0	1	843	1	281	0	516	234
group_1984	WP_004685542	100	359	0	0	1	1077	1	359	0	717	29459
group_1985	WP_011005270	100	221	0	0	121	783	12	232	6.21e-111	328	235
group_1986	WP_002963858	100	234	0	0	1	702	1	234	8.91e-161	453	234
group_1987	WP_011005263	100	99	0	0	1	297	30	128	1.26e-51	167	29459
group_1988	WP_005973552	100	288	0	0	1	864	1	288	0	595	235
group_199	WP_004685189	100	424	0	0	1	1272	1	424	0	630	29459
group_1990	WP_134870594	100	105	0	0	37	351	13	117	1.32e-55	183	235
group_1991	WP_002963881	100	343	0	0	1	1029	1	343	0	704	234
group_1992	WP_046722159	100	269	0	0	7	813	1	269	0	561	29459
group_1993	WP_002966759	100	84	0	0	1	252	1	84	1.14e-55	176	234
group_1994	WP_004685564	100	72	0	0	1	216	1	72	1.33e-28	106	234
group_1995	WP_210163784	100	34	0	0	170	69	30	63	5.49e-14	68.9	29459
group_1996	WP_002964046	100	120	0	0	1	360	1	120	9.4e-80	239	234
group_1998	WP_004685613	100	414	0	0	1	1242	1	414	0	857	29459
group_1999	WP_002964059	100	139	0	0	1	417	1	139	4.7e-95	280	234
group_20	WP_004685252	100	1551	0	0	1	4653	1	1551	0	2572	29459
group_200	WP_112861090	100	53	0	0	339	181	470	522	3.7e-25	108	29461
group_2001	WP_004683729	100	196	0	0	1	588	26	221	2.35e-141	402	234
group_2002	WP_002964079	100	119	0	0	1	357	1	119	1.14e-82	246	234
group_2003	WP_004683734	100	61	0	0	67	249	23	83	4.88e-30	111	234
group_2004	WP_004685620	100	341	0	0	1	1023	1	341	0	705	29459
group_2005	WP_002964091	100	76	0	0	1	228	1	76	1.18e-48	157	234
group_2006	WP_004684878	100	217	0	0	1	651	1	217	4.09e-151	427	234
group_2007	WP_004684879	100	114	0	0	1	342	1	114	1.77e-78	236	234
group_2008	WP_002965874	100	104	0	0	1	312	1	104	1.82e-69	213	234
group_2009	WP_002965878	100	100	0	0	1	300	1	100	1.07e-66	205	234
group_201	WP_155245419	100	293	0	0	1	879	100	392	0	583	29459
group_2011	WP_004684892	100	344	0	0	1	1032	1	344	0	685	29459
group_2012	WP_002965890	100	264	0	0	1	792	1	264	7.63e-180	504	234
group_2013	WP_004684894	100	489	0	0	1	1467	1	489	0	1001	234
group_2014	WP_206118504	100	394	0	0	1	1182	1	394	0	758	29459
group_2014	WP_004682068	100	394	0	0	1	1182	1	394	0	758	234
group_2015	WP_002965914	100	48	0	0	1	144	1	48	2.38e-25	96.7	2826938
group_2018	WP_002972093	100	173	0	0	1	519	1	173	9.93e-122	350	234
group_2019	WP_005971225	100	293	0	0	1	879	1	293	0	550	234
group_202	WP_004685524	100	685	0	0	43	2097	1	685	0	1350	234
group_2020	WP_002965950	100	293	0	0	1	879	1	293	0	583	234
group_2021	WP_004684922	100	371	0	0	1	1113	1	371	0	757	29459
group_2022	WP_004681957	100	257	0	0	1	771	1	257	0	513	234
group_2023	WP_002972090	100	202	0	0	1	606	1	202	2.35e-134	384	234
group_2024	WP_154168091	98.423	317	5	0	1	951	1	317	5.91e-179	506	1844039
group_2025	WP_002965972	100	45	0	0	1	135	1	45	4.56e-23	90.9	234
group_2026	WP_006643312	100	199	0	0	1	597	3	201	8.83e-147	415	234
group_2027	WP_004684933	100	346	0	0	1	1038	1	346	0	709	29459
group_2028	WP_004681927	100	321	0	0	1	963	34	354	0	595	234
group_2029	WP_002968445	100	142	0	0	1	426	1	142	5.47e-94	277	234
group_203	WP_004685038	100	372	0	0	1	1116	1	372	0	697	234
group_2030	WP_025198199	97.701	87	2	0	58	318	20	106	5.59e-72	181	29461
group_2030	WP_006073752	97.701	87	2	0	58	318	20	106	5.59e-72	181	29461
group_2031	WP_025198058	100	95	0	0	1	285	163	257	2.47e-61	196	29461
group_2032	WP_075679000	99.074	108	1	0	1	324	1	108	3.33e-72	220	235
group_2033	WP_002969333	100	445	0	0	1	1335	1	445	0	912	234
group_2035	WP_002966021	100	95	0	0	1	285	1	95	2.76e-61	191	234
group_2039	WP_046722182	100	520	0	0	1	1560	1	520	0	979	29459
group_2040	WP_002968421	100	155	0	0	1	465	1	155	9.49e-109	315	234
group_2042	WP_002963432	100	100	0	0	1	300	1	100	2.83e-64	199	234
group_2044	WP_002963450	99.717	353	1	0	1	1059	1	353	0	681	234
group_2045	WP_004682859	100	55	0	0	1	165	1	55	2.25e-31	112	234
group_2046	WP_002963470	100	363	0	0	1	1089	1	363	0	665	234
group_2047	WP_002963476	100	117	0	0	1	351	1	117	2.21e-78	236	234
group_2048	WP_002963480	100	213	0	0	1	639	1	213	7.28e-138	394	234
group_2049	WP_002963486	100	239	0	0	1	717	1	239	2.22e-175	491	234
group_205	WP_005972796	100	476	0	0	1	1428	1	476	0	945	29459
group_2050	WP_004682898	100	296	0	0	1	888	1	296	0	531	234
group_2051	WP_004682905	99.759	415	1	0	1	1245	1	415	0	842	234
group_2052	WP_046722153	100	342	0	0	1	1026	1	342	0	671	29459
group_2053	WP_004682929	100	173	0	0	1	519	1	173	2.26e-106	311	234
group_2055	WP_004682961	99.667	300	1	0	1	900	1	300	0	578	234
group_2056	WP_002963542	100	132	0	0	1	396	1	132	5.83e-78	236	234
group_2057	WP_002971568	100	62	0	0	1	186	1	62	1.35e-34	122	234
group_2058	WP_154144480	100	196	0	0	1	588	18	213	3.1e-144	409	234
group_2059	WP_014490003	100	315	0	0	1	945	5	319	0	633	234
group_2059	WP_004691970	100	315	0	0	1	945	4	318	0	633	36855
group_206	WP_054598421	99.673	306	1	0	1	918	1	306	0	619	29459
group_206	WP_004684349	99.673	306	1	0	1	918	1	306	0	619	234
group_206	WP_087913386	99.673	306	1	0	1	918	1	306	0	619	29459
group_2061	WP_076770797	99.174	121	1	0	1	363	1	121	1.57e-62	196	2632610
group_2061	WP_154170406	99.174	121	1	0	1	363	1	121	1.57e-62	196	1844039
group_2062	WP_002963610	100	82	0	0	1	246	1	82	4.9e-52	166	28211
group_2063	WP_002963616	100	78	0	0	1	234	1	78	5.09e-45	148	356
group_2064	WP_002963645	100	192	0	0	1	576	1	192	1.44e-139	396	234
group_2065	WP_002963647	100	61	0	0	1	183	1	61	7.64e-36	124	234
group_2066	WP_004683161	100	228	0	0	1	684	1	228	1.36e-164	462	234
group_2067	WP_005973812	100	48	0	0	1	144	1	48	5.09e-27	100	29459
group_2068	WP_004683169	100	175	0	0	1	525	1	175	3.1e-106	311	234
group_2069	WP_062854216	99.663	297	1	0	1	891	1	297	0	516	29459
group_2069	WP_025198733	99.663	297	1	0	1	891	1	297	0	516	29460
group_207	WP_127840839	100	288	0	0	1	864	1	288	0	553	29459
group_2070	WP_002967466	100	113	0	0	1	339	1	113	8.21e-76	229	234
group_2071	WP_002963667	100	278	0	0	1	834	1	278	0	559	234
group_2072	WP_182231173	100	97	0	0	1	291	217	313	1.2e-65	209	2691913
group_2074	WP_002963677	100	252	0	0	1	756	1	252	0	506	234
group_2075	WP_004683211	100	260	0	0	1	780	1	260	4.99e-175	492	234
group_2076	WP_210165711	100	44	0	0	1	132	61	104	2.29e-22	90.9	36855
group_2077	WP_002963934	100	133	0	0	1	399	1	133	5.16e-93	274	234
group_2079	WP_004685572	100	502	0	0	1	1506	1	502	0	964	29459
group_208	WP_046722166	100	483	0	0	1	1449	1	483	0	796	29459
group_2081	WP_127840817	100	442	0	0	1	1326	1	442	0	915	29459
group_2082	WP_009364413	99.27	137	1	0	1	411	1	137	4.97e-58	186	693750
group_2084	WP_004683658	100	188	0	0	10	573	1	188	2.91e-135	385	234
group_2085	WP_004685581	100	425	0	0	1	1275	1	425	0	810	29459
group_2086	WP_002963994	100	234	0	0	1	702	1	234	1.44e-152	433	234
group_2087	WP_004685587	100	189	0	0	1	567	1	189	5e-114	332	29459
group_2089	WP_002964020	100	288	0	0	1	864	1	288	0	594	234
group_209	WP_004681061	100	552	0	0	1	1656	9	560	0	1129	234
group_2091	WP_002964032	100	136	0	0	1	408	1	136	6.62e-96	281	234
group_2092	WP_005969165	100	189	0	0	1	567	1	189	2.54e-136	388	234
group_2093	WP_002964036	100	156	0	0	1	468	1	156	3.86e-81	246	234
group_2095	WP_005971439	100	198	0	0	1	594	1	198	1.27e-142	404	29459
group_2096	WP_004684980	100	525	0	0	1	1575	1	525	0	1042	234
group_2098	WP_070329529	99.167	120	1	0	1	360	1	120	7.5e-55	176	234
group_2099	WP_004684992	100	93	0	0	1	279	1	93	6.34e-33	119	29459
group_210	WP_202087958	100	523	0	0	1	1569	3	525	0	1016	234
group_2100	WP_002966134	100	93	0	0	1	279	1	93	3.37e-63	195	234
group_2102	WP_006015786	99.693	326	1	0	1	978	1	326	0	574	236
group_2102	WP_023081237	99.693	326	1	0	1	978	1	326	0	574	36855
group_2102	WP_129171597	99.693	326	1	0	1	978	1	326	0	574	36855
group_2103	WP_002971258	100	349	0	0	1	1047	1	349	0	587	234
group_2104	WP_004681837	100	255	0	0	1	765	1	255	0	516	234
group_2105	WP_004681835	100	132	0	0	1	396	1	132	3.03e-91	269	234
group_2106	WP_115633428	99.72	357	1	0	1	1071	1	357	0	622	235
group_2107	WP_002966169	100	145	0	0	1	435	1	145	4.5e-95	280	234
group_2108	WP_002970715	100	214	0	0	1	642	1	214	1.25e-157	444	234
group_2109	WP_004681802	100	269	0	0	1	807	1	269	0	562	234
group_211	WP_002966547	100	729	0	0	1	2187	1	729	0	1436	234
group_2110	WP_002971358	100	205	0	0	1	615	1	205	1.01e-149	423	234
group_2111	WP_004685018	100	398	0	0	1	1194	1	398	0	792	29459
group_2113	WP_002966200	100	290	0	0	1	870	1	290	7.29e-175	494	234
group_2114	WP_004685026	99.733	375	1	0	1	1125	1	375	0	708	29459
group_2115	WP_002966209	100	544	0	0	1	1632	1	544	0	1092	234
group_2116	WP_002966235	100	317	0	0	1	951	1	317	0	627	234
group_2118	WP_002966247	98.795	83	1	0	1	249	1	83	5.88e-37	128	234
group_2121	WP_002966254	100	177	0	0	1	531	1	177	1.01e-106	312	234
group_2122	WP_008934527	99.398	166	1	0	1	498	1	166	9.82e-98	288	520448
group_2123	WP_002971982	100	71	0	0	1	213	1	71	6.5e-44	145	234
group_2126	WP_002966298	100	263	0	0	1	789	1	263	2.7e-175	493	234
group_2127	WP_004685067	100	227	0	0	1	681	1	227	5.28e-118	348	234
group_2128	WP_002966316	99.548	221	1	0	1	663	1	221	1.7e-159	449	234
group_2129	WP_002966331	100	108	0	0	1	324	1	108	8.98e-73	221	234
group_2130	WP_002964199	100	134	0	0	1	402	1	134	4.73e-96	281	234
group_2131	WP_002964197	98.305	59	1	0	1	177	1	59	1.18e-34	120	234
group_2134	WP_004683803	100	321	0	0	1	963	1	321	0	592	234
group_2135	WP_002964175	100	173	0	0	1	519	1	173	2.12e-125	359	234
group_2136	WP_004683782	100	252	0	0	1	756	1	252	0	516	234
group_2138	WP_002964163	99.383	162	1	0	1	486	1	162	1.58e-113	328	234
group_2140	WP_002970018	100	68	0	0	1	204	1	68	7.25e-41	137	234
group_2141	WP_004689683	100	63	0	0	1	189	28	90	1.05e-24	97.1	29461
group_2143	WP_002964120	100	260	0	0	1	780	1	260	1.66e-177	498	234
group_2144	WP_004683749	99.632	272	1	0	1	816	1	272	0	564	234
group_2145	WP_004685629	100	360	0	0	1	1080	1	360	0	733	29459
group_2146	WP_002964109	100	396	0	0	1	1188	1	396	0	773	234
group_2147	WP_002967636	98.837	86	1	0	1	258	1	86	3.61e-55	174	234
group_2151	WP_002964259	100	109	0	0	1	327	1	109	8.09e-74	223	234
group_2153	WP_002970053	100	774	0	0	1	2322	1	774	0	1498	234
group_2154	WP_006012615	99.405	168	1	0	1	504	1	168	4.76e-80	244	236
group_2159	WP_002969174	100	330	0	0	1	990	1	330	0	616	234
group_2161	WP_002964707	100	273	0	0	1	819	1	273	0	514	234
group_2162	WP_004689875	99.495	198	1	0	1	594	1	198	1.22e-110	324	29461
group_2163	WP_025200520	100	103	0	0	1	309	1	103	8.61e-70	214	234
group_2164	WP_002964694	100	91	0	0	1	273	1	91	5.69e-60	187	2826938
group_2166	WP_002964691	100	276	0	0	1	828	1	276	0	561	234
group_2167	WP_002964686	100	335	0	0	91	1095	1	335	0	659	234
group_2168	WP_006088496	99.559	227	1	0	1	681	1	227	3.49e-140	401	235
group_2169	WP_005972833	100	168	0	0	1	504	1	168	1.11e-117	339	29459
group_217	WP_102207970	99.057	212	2	0	1	636	1	212	2.42e-149	430	29459
group_2170	WP_004685794	100	164	0	0	1	492	1	164	6.67e-103	301	29459
group_2172	WP_004684072	100	166	0	0	1	498	9	174	1.48e-120	347	234
group_2174	WP_006642972	99.262	271	2	0	1	813	1	271	0	508	234
group_2175	WP_002964630	100	166	0	0	1	498	1	166	1.78e-117	338	234
group_2176	WP_002964628	100	115	0	0	1	345	1	115	1e-77	234	234
group_2177	WP_004685784	100	218	0	0	1	654	1	218	4.95e-156	440	234
group_2178	WP_006279672	100	263	0	0	1	789	92	354	0	538	29461
group_2178	WP_002964609	100	263	0	0	1	789	92	354	0	538	234
group_2178	WP_044287320	100	263	0	0	1	789	92	354	0	538	235
group_2178	WP_006111412	100	263	0	0	1	789	92	354	0	538	235
group_2179	WP_004684054	100	156	0	0	1	468	1	156	1.6e-110	320	234
group_218	WP_004685131	100	620	0	0	1	1860	1	620	0	1253	29459
group_2180	WP_004685777	100	69	0	0	1	207	1	69	6.61e-43	142	29459
group_2182	WP_002964584	100	96	0	0	1	288	1	96	3.12e-63	196	234
group_2183	WP_002967818	100	164	0	0	1	492	1	164	2.13e-116	335	234
group_2184	WP_004684040	100	117	0	0	1	351	1	117	9.15e-59	186	234
group_2185	WP_004686936	100	191	0	0	1	573	1	191	2.06e-98	292	234
group_2186	WP_002971090	100	267	0	0	52	852	1	267	0	549	234
group_2187	WP_004685771	100	415	0	0	1	1245	1	415	0	874	29459
group_2188	WP_005967913	100	137	0	0	1	411	1	137	2.37e-94	278	234
group_2189	WP_004685768	100	314	0	0	1	942	1	314	0	647	29459
group_219	WP_080114785	99	100	1	0	1	300	207	306	9.54e-64	204	235
group_2190	WP_004684026	100	236	0	0	1	708	1	236	2.16e-170	478	234
group_2191	WP_002969148	100	229	0	0	1	687	1	229	6.95e-145	413	234
group_2192	WP_004685751	100	172	0	0	1	516	1	172	1.01e-122	352	29459
group_2194	WP_005967992	100	132	0	0	1	396	1	132	1.74e-90	267	234
group_2195	WP_004683996	99.531	213	1	0	1	639	1	213	1.2e-149	424	234
group_2199	WP_004685734	100	159	0	0	1	477	1	159	4.2e-114	329	29459
group_220	WP_002964802	100	343	0	0	1	1029	1	343	0	545	234
group_2200	WP_002964469	100	100	0	0	1	300	1	100	9.45e-65	200	234
group_2201	WP_127840804	100	431	0	0	1	1293	1	431	0	890	29459
group_2202	WP_002964452	100	140	0	0	1	420	1	140	9.17e-95	279	234
group_2203	WP_141066637	99.038	104	1	0	1	312	1	104	1.76e-56	179	29459
group_2205	WP_210344258	100	131	0	0	1	393	5	135	2.78e-83	249	29459
group_2208	WP_004685710	100	208	0	0	1	624	1	208	1.25e-145	413	29459
group_2209	WP_004685708	100	212	0	0	1	636	1	212	5.32e-132	379	29459
group_221	WP_154169523	100	571	0	0	1	1713	10	580	0	1132	1844039
group_221	WP_002969609	100	571	0	0	1	1713	10	580	0	1132	234
group_2210	WP_002964396	100	115	0	0	1	345	1	115	1.71e-37	132	234
group_2211	WP_002964395	100	406	0	0	1	1218	1	406	0	807	234
group_2214	WP_004683936	100	193	0	0	1	579	1	193	8.71e-140	397	234
group_2216	WP_002964378	100	143	0	0	1	429	1	143	5.6e-97	285	234
group_222	WP_011068861	100	49	0	0	147	1	36	84	7.66e-28	104	235
group_2225	WP_076771558	100	125	0	0	1	375	1	125	3.1e-87	259	2632610
group_2227	WP_002967716	100	154	0	0	1	462	1	154	1.05e-99	292	234
group_2228	WP_004685684	100	240	0	0	1	720	1	240	3.2e-144	412	234
group_223	WP_004684597	100	622	0	0	1	1866	1	622	0	1240	234
group_2230	WP_004684796	100	256	0	0	1	768	1	256	7.72e-176	493	29459
group_2231	WP_002968928	98.214	56	1	0	1	168	1	56	1.34e-29	109	234
group_2232	WP_002965674	100	74	0	0	1	222	1	74	2.23e-33	119	234
group_2233	WP_127840840	100	304	0	0	1	912	1	304	0	625	29459
group_2236	WP_004682343	99.585	241	1	0	1	723	1	241	2.15e-154	438	234
group_2237	WP_002968564	100	207	0	0	1	621	1	207	2.7e-151	427	234
group_2238	WP_004682316	100	155	0	0	1	465	1	155	1.32e-107	312	234
group_224	WP_004685310	100	612	0	0	1	1836	1	612	0	1218	234
group_2240	WP_004682281	100	145	0	0	1	435	1	145	5.6e-96	282	234
group_2242	WP_004682276	100	141	0	0	1	423	1	141	3.58e-97	285	234
group_2244	WP_004684835	100	234	0	0	1	702	1	234	7.19e-156	441	234
group_2245	WP_002965755	100	64	0	0	1	192	1	64	3.12e-37	127	234
group_2246	WP_005975024	100	64	0	0	1	192	1	64	9.37e-39	131	29459
group_2247	WP_002968543	100	140	0	0	10	429	1	140	2.54e-95	280	234
group_2248	WP_002965774	100	340	0	0	1	1020	1	340	0	680	234
group_2250	WP_004682221	100	215	0	0	645	1	1	215	7.9e-153	443	234
group_2251	WP_004682216	100	336	0	0	1	1008	1	336	0	695	234
group_2252	WP_006191191	99.441	179	1	0	1	537	1	179	1.19e-107	315	234
group_2253	WP_004684676	100	297	0	0	1	891	1	297	0	615	234
group_2254	WP_004684678	100	214	0	0	46	687	16	229	4.34e-133	383	234
group_2255	WP_154141405	99.065	107	1	0	1	321	1	107	7.25e-39	135	2632610
group_2256	WP_005973976	99.01	101	1	0	1	303	1	101	7.06e-66	202	29459
group_2257	WP_004686649	100	216	0	0	1	648	1	216	1.41e-121	353	234
group_2259	WP_180881354	100	73	0	0	1	219	62	134	8.84e-47	154	2730447
group_226	WP_004684525	100	389	0	0	1	1167	1	389	0	801	234
group_2260	WP_002965432	100	174	0	0	1	522	1	174	1.76e-121	349	234
group_2262	WP_004685401	100	439	0	0	1	1317	1	439	0	859	29459
group_2263	WP_002965484	100	291	0	0	1	873	1	291	0	558	234
group_2264	WP_002968146	99.454	183	1	0	1	549	1	183	1.62e-131	375	234
group_2265	WP_002967119	100	148	0	0	1	444	1	148	2.92e-105	306	234
group_2266	WP_005973911	100	681	0	0	1	2043	1	681	0	1124	29459
group_2267	WP_002965510	100	60	0	0	1	180	1	60	2.95e-17	77.4	234
group_2268	WP_005973907	100	158	0	0	1	474	1	158	3.95e-112	324	29459
group_2269	WP_006072075	100	29	0	0	14	100	184	212	1.69e-11	65.1	29461
group_2270	WP_002968154	100	157	0	0	1	471	1	157	9.05e-110	318	234
group_2271	WP_002965533	100	160	0	0	1	480	1	160	1.14e-114	331	234
group_2272	WP_002965535	100	146	0	0	1	438	1	146	5.94e-103	300	234
group_2273	WP_002971637	100	79	0	0	1	237	1	79	1.35e-49	160	234
group_2276	WP_002965811	100	183	0	0	1	549	3	185	1.9e-131	375	234
group_2277	WP_002965798	100	309	0	0	1	927	1	309	0	605	234
group_2278	WP_002968617	100	169	0	0	1	507	1	169	1.21e-121	349	234
group_2279	WP_004684748	100	219	0	0	1	657	1	219	1.81e-161	454	29459
group_2280	WP_005972240	100	208	0	0	1	624	1	208	1.16e-154	436	234
group_2281	WP_002967391	100	267	0	0	1	801	1	267	1.06e-179	504	234
group_2282	WP_004684753	100	325	0	0	1	975	1	325	0	664	234
group_2283	WP_004684754	100	330	0	0	1	990	1	330	0	630	29459
group_2284	WP_002968911	100	334	0	0	1	1002	1	334	0	649	234
group_2285	WP_004685195	100	145	0	0	1	435	1	145	3.95e-104	303	29459
group_2286	WP_002966654	100	196	0	0	1	588	1	196	6.26e-124	357	234
group_2287	WP_005974830	100	104	0	0	1	312	1	104	1.31e-65	202	234
group_2289	WP_015799986	99.291	282	2	0	1	846	1	282	2.9e-168	476	444163
group_229	WP_004683294	100	419	0	0	1	1257	12	430	0	844	234
group_2290	WP_210162754	100	39	0	0	117	1	15	53	7.47e-21	85.5	234
group_2291	WP_002972227	100	104	0	0	1	312	1	104	5.6e-70	213	234
group_2292	WP_004689057	100	54	0	0	16	177	356	409	8.95e-27	109	29461
group_2293	WP_076773035	98.824	85	1	0	255	1	43	127	6.45e-51	174	2632610
group_2294	WP_009363059	98.305	59	1	0	1	177	1	59	4.24e-12	65.1	693748
group_2296	WP_243463234	100	68	0	0	204	1	1	68	3.72e-38	137	29461
group_2297	WP_006268353	100	294	0	0	1	882	1	294	0	555	234
group_2298	WP_014489609	100	59	0	0	204	28	2	60	3.56e-34	120	29459
group_2299	WP_025200501	100	129	0	0	387	1	1	129	9.68e-70	217	36855
group_23	WP_004685345	100	849	0	0	1	2547	1	849	0	1283	29459
group_230	WP_002969876	100	319	0	0	1	957	20	338	0	540	234
group_2300	WP_006015997	100	158	0	0	474	1	89	246	3.67e-102	310	236
group_2301	WP_017403645	100	197	0	0	591	1	1	197	4.51e-137	393	29459
group_2303	WP_105985299	100	50	0	0	150	1	54	103	5.7e-18	80.1	2025889
group_2304	WP_234430259	100	39	0	0	119	3	1	39	5.75e-16	77	29459
group_2305	WP_234430249	100	155	0	0	507	43	1	155	2.65e-112	331	29459
group_2306	WP_154142177	93.75	32	2	0	1	96	1	32	2.56e-12	63.9	2632610
group_2307	WP_208936955	100	156	0	0	1	468	1	156	4.67e-112	324	29459
group_2308	WP_127840832	99.602	251	1	0	1	753	1	251	3.39e-157	446	29459
group_2309	WP_038405272	98.765	81	1	0	243	1	24	104	4.71e-49	172	29461
group_2311	WP_181406694	99.612	258	1	0	774	1	1	258	0	524	29459
group_2314	WP_141049151	100	109	0	0	327	1	1	109	3.34e-74	229	29459
group_2315	WP_004685796	100	494	0	0	1482	1	1	494	0	951	29459
group_2316	WP_008933875	96.049	405	13	1	1206	1	11	415	0	750	520448
group_2317	WP_016769613	100	107	0	0	321	1	35	141	8.27e-69	212	29459
group_2318	WP_032450920	99.057	212	2	0	636	1	74	285	1.2e-136	400	1160235
group_2319	WP_019444465	100	94	0	0	282	1	15	108	5.33e-61	194	29459
group_2320	WP_195891402	99.123	114	1	0	342	1	28	141	1.47e-44	151	29461
group_2321	WP_004685880	100	144	0	0	432	1	1	144	2.2e-95	297	29459
group_2322	WP_032452322	100	188	0	0	564	1	217	404	7.44e-134	392	29459
group_2323	WP_032452322	100	116	0	0	348	1	1	116	1.66e-75	241	29459
group_2324	WP_002967927	100	440	0	0	1	1320	1	440	0	843	234
group_2325	WP_005978107	100	318	0	0	954	1	41	358	0	656	236
group_2325	WP_006111178	100	318	0	0	954	1	41	358	0	656	235
group_2325	WP_006257367	100	318	0	0	954	1	41	358	0	656	29459
group_2325	WP_006205186	100	318	0	0	954	1	41	358	0	656	29461
group_2325	WP_004685419	100	318	0	0	954	1	41	358	0	656	234
group_2325	WP_004682835	100	318	0	0	954	1	41	358	0	656	234
group_2325	WP_006093268	100	318	0	0	954	1	41	358	0	656	235
group_2325	WP_006194058	100	318	0	0	954	1	41	358	0	656	29461
group_2325	WP_004691999	100	318	0	0	954	1	41	358	0	656	234
group_2325	WP_002963447	100	318	0	0	954	1	41	358	0	656	234
group_2326	WP_141059805	100	104	0	0	312	1	36	139	4.02e-66	207	29459
group_2327	WP_019443353	100	162	0	0	486	1	289	450	1.37e-102	320	235
group_2328	WP_006161807	100	145	0	0	435	1	107	251	2.57e-96	293	234
group_2329	WP_141059872	100	184	0	0	552	1	263	446	2.9e-105	320	29459
group_2330	WP_141059869	100	226	0	0	678	1	29	254	3.4e-164	465	29459
group_2331	WP_206736409	100	211	0	0	633	1	1	211	1.64e-124	364	36855
group_2332	WP_210239702	100	30	0	0	1	90	15	44	9.99e-10	57.8	29459
group_2333	WP_005978342	97.143	35	1	0	105	1	28	62	4.38e-12	68.2	236
group_2334	WP_004684798	100	324	0	0	1	972	1	324	0	649	234
group_2335	WP_105984614	99.774	443	1	0	1329	1	96	538	0	904	2025889
group_2335	WP_006161781	99.774	443	1	0	1329	1	100	542	0	904	234
group_2335	WP_006178672	99.774	443	1	0	1329	1	100	542	0	904	234
group_2336	WP_017750237	100	221	0	0	663	1	91	311	2.07e-157	451	29459
group_2337	WP_029661256	100	43	0	0	1	129	99	141	5.8e-21	88.2	120577
group_2339	WP_146209442	98.81	84	1	0	254	3	290	373	9.76e-48	167	235
group_2340	WP_006079603	100	124	0	0	1	372	58	181	9.07e-39	138	235
group_2341	WP_054593079	100	428	0	0	1284	1	1	428	0	845	29459
group_2341	WP_101415728	100	428	0	0	1284	1	1	428	0	845	29459
